image_tile_id,image_id,loc_id,Country,State_Province,Air_Field,Latitude,Longitude,Weather,Time_of_Day,Hour_of_Day,Season,avg_sun_elevation_angle,off_nadir_max,avg_pan_resolution,biome,realm,CONTROL
67_1040010046D15B00_tile_1711,67_1040010046D15B00,67,USA,Utah,Salt Lake City International Airport,40.7900661,-111.97989846185592,Cloud Cover or Haze,Day,"[11.27,12.28)",Winter,36.111862,8.907067,"(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,2
6_104001003153D300_tile_305,6_104001003153D300,6,Denmark,Roskilde,Roskilde Airport,55.5858236,12.132685539683798,Clear Skies,Day,"[12.28,13.29)",Summer,47.914566,15.45782,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,2
56_104001000F345100_tile_210,56_104001000F345100,56,USA,Maryland,Easton Municipal Airport,38.80316115,-76.06856144370576,Clear Skies,Day,"[11.27,12.28)",Summer,64.191795,18.447948,"(0.31,0.3419495)","Temperate Grasslands, Savannas & Shrublands",Nearctic,1
86_10400100457A8A00_tile_245,86_10400100457A8A00,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Clear Skies,Day,"[11.27,12.28)",Winter,39.80721,17.297117,"(0.31,0.3419495)",Flooded Grasslands & Savannas,Neotropic,3
77_104001004299B200_tile_428,77_104001004299B200,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Autumn,52.479137,19.396708,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,1
37_104001000EA43C00_tile_401,37_104001000EA43C00,37,UK,South East England,London Gatwick Airport,51.1541082,-0.1823116499127204,Clear Skies,Day,"[11.27,12.28)",Summer,59.530472,23.065435,"[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,2
59_1040010047789700_tile_663,59_1040010047789700,59,Brazil,Rio de Janeiro South East Region,Tom Jobim International Airport,-22.81130575,-43.25747587604714,Clear Skies,Day,"[11.27,12.28)",Summer,69.642296,23.171156,"[0.3419495,0.3729495]",Tropical & Subtropical Moist Broadleaf Forests,Neotropic,2
84_10400100290F5300_tile_158,84_10400100290F5300,84,USA,Florida,Fort Lauderdale-Hollywood International Airport,26.072017,-80.15099673135214,Clear Skies,Day,"[10.26,11.27)",Winter,41.918182,28.868103,"(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,1
84_10400100460EF400_tile_278,84_10400100460EF400,84,USA,Florida,Fort Lauderdale-Hollywood International Airport,26.072017,-80.15099673135214,Clear Skies,Day,"[11.27,12.28)",Winter,41.25408,28.453,"(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,2
18_10400100211BDD00_tile_2353,18_10400100211BDD00,18,Germany,Hesse,Frankfurt Flughafen,50.0529322,8.5699146,Clear Skies,Day,"[12.28,13.29)",Autumn,44.877602,10.872156,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,3
57_10400100379F8200_tile_172,57_10400100379F8200,57,USA,Florida,Vero Beach Municipal Airport,27.65721495,-80.41832980247389,Cloud Cover or Haze,Day,"[10.26,11.27)",Winter,38.286674,27.641428,"(0.3729495,0.41]","Temperate Grasslands, Savannas & Shrublands",Nearctic,1
10_104001002E88FE00_tile_78,10_104001002E88FE00,10,France,Occitania,Aéroport de Montpellier,43.5789823,3.9583008,Clear Skies,Day,"[12.28,13.29)",Summer,68.47867,17.536083,"(0.31,0.3419495)","Mediterranean Forests, Woodlands & Scrub",Palearctic,1
106_10400100290F5300_tile_78,106_10400100290F5300,106,USA,Florida,Boca Raton Airport,26.3785634,-80.10843337272726,Clear Skies,Day,"[10.26,11.27)",Winter,41.918182,28.868103,"(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,1
59_1040010047789700_tile_557,59_1040010047789700,59,Brazil,Rio de Janeiro South East Region,Tom Jobim International Airport,-22.81130575,-43.25747587604714,Clear Skies,Day,"[11.27,12.28)",Summer,69.642296,23.171156,"[0.3419495,0.3729495]",Tropical & Subtropical Moist Broadleaf Forests,Neotropic,1
77_1040010043B0F100_tile_841,77_1040010043B0F100,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Cloud Cover or Haze,Day,"[12.28,13.29)",Autumn,59.12869,14.169504,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,2
10_10400100386D9000_tile_159,10_10400100386D9000,10,France,Occitania,Aéroport de Montpellier,43.5789823,3.9583008,Clear Skies,Day,"[11.27,12.28)",Winter,33.709118,28.074926,"(0.3729495,0.41]","Mediterranean Forests, Woodlands & Scrub",Palearctic,1
96_104001003C8C7800_tile_327,96_104001003C8C7800,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Clear Skies,Day,"[13.29,14.3)",Spring,43.191658,26.444286,"(0.3729495,0.41]",Boreal Forests/Taiga,Nearctic,2
69_104005000CDBE200_tile_2936,69_104005000CDBE200,69,France,Ile-de-France,Tremblay-en-France Airport,49.0068908,2.571081969101916,Clear Skies,Day,"[12.28,13.29)",Autumn,46.01923,17.414585,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,3
88_1040010040D29200_tile_318,88_1040010040D29200,88,USA,Alaska,Nome Airport,64.5124643,-165.45601519838755,Clear Skies,Day,"[14.3,15.32]",Summer,44.201122,9.566865,"(0.31,0.3419495)",Tundra,Nearctic,1
127_1040010022BC3B00_tile_640,127_1040010022BC3B00,127,USA,Puerto Rico,Luis Munoz Marin International Airport,18.44319945,-65.99743036847468,Clear Skies,Day,"[10.26,11.27)",Autumn,60.396572,26.010584,"[0.3419495,0.3729495]",Mangroves,Neotropic,3
69_104005000CDBE200_tile_2564,69_104005000CDBE200,69,France,Ile-de-France,Tremblay-en-France Airport,49.0068908,2.571081969101916,Clear Skies,Day,"[12.28,13.29)",Autumn,46.01923,17.414585,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,1
113_10400100290F5300_tile_32,113_10400100290F5300,113,USA,Florida,Pompano Beach Airpark,26.24909545,-80.1139574586896,Clear Skies,Day,"[10.26,11.27)",Winter,41.918182,28.868103,"(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,3
73_104001004458C500_tile_357,73_104001004458C500,73,USA,Wisconsin,Appleton International Airport,44.25659495,-88.52169598755702,Cloud Cover or Haze,Day,"[11.27,12.28)",Autumn,30.620106,16.75674,"(0.31,0.3419495)","Temperate Grasslands, Savannas & Shrublands",Nearctic,3
77_1040010040119E00_tile_601,77_1040010040119E00,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Summer,69.28755,26.910341,"(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Nearctic,1
1_104005000FDC8D00_tile_54,1_104005000FDC8D00,1,Albania,Central Albania,Tirana International Airport,41.4140798,19.71964805931863,Clear Skies,Day,"[10.26,11.27)",Winter,31.241947,28.295317,"(0.3729495,0.41]","Mediterranean Forests, Woodlands & Scrub",Palearctic,2
107_1040010043B54900_tile_30,107_1040010043B54900,107,USA,Nevada,North Las Vegas Airport,36.2101116,-115.19604695661889,Clear Skies,Day,"[10.26,11.27)",Autumn,36.54365,16.438389,"(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,2
86_104001003D8DB300_tile_323,86_104001003D8DB300,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Cloud Cover or Haze,Day,"[12.28,13.29)",Summer,74.79463,24.84526,"[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,3
77_1040010040119E00_tile_759,77_1040010040119E00,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Summer,69.28755,26.910341,"(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Nearctic,3
113_10400100413CDF00_tile_123,113_10400100413CDF00,113,USA,Florida,Pompano Beach Airpark,26.24909545,-80.1139574586896,Clear Skies,Day,"[12.28,13.29)",Summer,70.47449,15.287237,"(0.31,0.3419495)",Flooded Grasslands & Savannas,Neotropic,1
116_10400100166EBE00_tile_208,116_10400100166EBE00,116,USA,Idaho,Lewiston Airport,46.37573125,-117.01550302887456,Snow,Day,"[10.26,11.27)",Winter,20.091652,19.66007,"(0.31,0.3419495)","Temperate Grasslands, Savannas & Shrublands",Nearctic,1
112_104001001FBAB400_tile_133,112_104001001FBAB400,112,USA,Nevada,Boulder City Municipal Airport,35.9494789,-114.86096709818464,Clear Skies,Day,"[11.27,12.28)",Summer,72.033577,6.327873,"(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,3
45_104001000E6AB500_tile_107,45_104001000E6AB500,45,USA,Virginia,Manassas Regional Airport,38.721019600000005,-77.51462836591449,Clear Skies,Day,"[11.27,12.28)",Summer,68.123306,12.681813,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,2
54_1040010042D13B00_tile_706,54_1040010042D13B00,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Cloud Cover or Haze,Day,"[12.28,13.29)",Autumn,61.372444,26.109623,"[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,1
96_10400100096C2500_tile_1294,96_10400100096C2500,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Snow,Day,"[13.29,14.3)",Spring,31.146236,27.446131,"(0.3729495,0.41]",Boreal Forests/Taiga,Nearctic,3
37_104001000EA43C00_tile_9,37_104001000EA43C00,37,UK,South East England,London Gatwick Airport,51.1541082,-0.1823116499127204,Clear Skies,Day,"[11.27,12.28)",Summer,59.530472,23.065435,"[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,2
67_1040010046D15B00_tile_777,67_1040010046D15B00,67,USA,Utah,Salt Lake City International Airport,40.7900661,-111.97989846185592,Cloud Cover or Haze,Day,"[11.27,12.28)",Winter,36.111862,8.907067,"(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,3
24_1040010011273000_tile_207,24_1040010011273000,24,Lithuania,Vilnius,Vilnius International Airport,54.63483615,25.290314330439507,Clear Skies,Day,"[12.28,13.29)",Autumn,37.148949,27.978838,"(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Palearctic,2
127_1040010022BC3B00_tile_325,127_1040010022BC3B00,127,USA,Puerto Rico,Luis Munoz Marin International Airport,18.44319945,-65.99743036847468,Clear Skies,Day,"[10.26,11.27)",Autumn,60.396572,26.010584,"[0.3419495,0.3729495]",Mangroves,Neotropic,2
86_1040010044D30600_tile_45,86_1040010044D30600,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Clear Skies,Day,"[12.28,13.29)",Autumn,52.90882,19.142824,"(0.31,0.3419495)",Flooded Grasslands & Savannas,Neotropic,2
67_1040010048B5A300_tile_704,67_1040010048B5A300,67,USA,Utah,Salt Lake City International Airport,40.7900661,-111.97989846185592,Snow,Day,"[11.27,12.28)",Winter,34.293247,22.373234,"[0.3419495,0.3729495]",Deserts & Xeric Shrublands,Nearctic,1
118_1040010023C25400_tile_487,118_1040010023C25400,118,USA,Wisconsin,General Mitchell International Airport,42.9465423,-87.89725778714413,Clear Skies,Day,"[11.27,12.28)",Autumn,40.415581,12.72849,"(0.31,0.3419495)","Temperate Grasslands, Savannas & Shrublands",Nearctic,2
10_1040010039679A00_tile_152,10_1040010039679A00,10,France,Occitania,Aéroport de Montpellier,43.5789823,3.9583008,Clear Skies,Day,"[11.27,12.28)",Spring,37.734722,28.781458,"(0.3729495,0.41]","Mediterranean Forests, Woodlands & Scrub",Palearctic,3
96_104001000896F900_tile_1002,96_104001000896F900,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Snow,Day,"[11.27,12.28)",Spring,17.321293,25.172054,"[0.3419495,0.3729495]",Boreal Forests/Taiga,Nearctic,1
86_104001003D8DB300_tile_28,86_104001003D8DB300,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Cloud Cover or Haze,Day,"[12.28,13.29)",Summer,74.79463,24.84526,"[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,1
77_104001004299B200_tile_1035,77_104001004299B200,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Autumn,52.479137,19.396708,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,2
77_104001004299B200_tile_489,77_104001004299B200,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Autumn,52.479137,19.396708,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,3
81_104001003AD0B700_tile_176,81_104001003AD0B700,81,USA,New York,Albany International Airport,42.74801595,-73.79855563763934,Cloud Cover or Haze,Day,"[11.27,12.28)",Spring,51.89871,18.847578,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,1
51_10400100061AF700_tile_284,51_10400100061AF700,51,USA,Florida,Opa-locka Executive Airport,25.90619265,-80.27515077349665,Clear Skies,Day,"[10.26,11.27)",Winter,36.465462,25.572586,"[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,1
126_104001000C4AEE00_tile_1658,126_104001000C4AEE00,126,PRC,Shanghai,Shanghai Pudong International Airport,31.1427359,121.80411312160436,Clear Skies,Day,"[10.26,11.27)",Summer,71.240685,20.036402,"[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,2
54_10400100061AF700_tile_363,54_10400100061AF700,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Clear Skies,Day,"[10.26,11.27)",Winter,36.465462,25.572586,"[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,1
51_10400100460EF400_tile_244,51_10400100460EF400,51,USA,Florida,Opa-locka Executive Airport,25.90619265,-80.27515077349665,Clear Skies,Day,"[11.27,12.28)",Winter,41.25408,28.453,"(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,3
59_104001001DC7F200_tile_729,59_104001001DC7F200,59,Brazil,Rio de Janeiro South East Region,Tom Jobim International Airport,-22.81130575,-43.25747587604714,Clear Skies,Day,"[10.26,11.27)",Autumn,42.501724,24.725229,"[0.3419495,0.3729495]",Tropical & Subtropical Moist Broadleaf Forests,Neotropic,2
53_10400100087A4F00_tile_124,53_10400100087A4F00,53,USA,West Virginia,Yeager Airport,38.37294755,-81.5942197333228,Clear Skies,Day,"[11.27,12.28)",Spring,43.874458,29.082975,"(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Nearctic,1
77_104001004299B200_tile_1059,77_104001004299B200,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Autumn,52.479137,19.396708,"(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,1
116_1040010012CE4600_tile_134,116_1040010012CE4600,116,USA,Idaho,Lewiston Airport,46.37573125,-117.01550302887456,Clear Skies,Day,"[11.27,12.28)",Autumn,35.779686,28.508715,"(0.3729495,0.41]","Temperate Grasslands, Savannas & Shrublands",Nearctic,3
54_10400100460EF400_tile_596,54_10400100460EF400,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Clear Skies,Day,"[11.27,12.28)",Winter,41.25408,28.453,"(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,2
100_1040010046CD1500_tile_461,100_1040010046CD1500,100,USA,Montana,Billings Logan International Airport,45.80923485,-108.54767517885944,Clear Skies,Day,"[11.27,12.28)",Winter,21.145557,20.87677,"[0.3419495,0.3729495]","Temperate Grasslands, Savannas & Shrublands",Nearctic,3
118_104001003C1B4D00_tile_358,118_104001003C1B4D00,118,USA,Wisconsin,General Mitchell International Airport,42.9465423,-87.89725778714413,Clear Skies,Day,"[12.28,13.29)",Spring,61.55899,28.202047,"[0.3419495,0.3729495]","Temperate Grasslands, Savannas & Shrublands",Nearctic,3
118_104001000A341F00_tile_540,118_104001000A341F00,118,USA,Wisconsin,General Mitchell International Airport,42.9465423,-87.89725778714413,Clear Skies,Day,"[11.27,12.28)",Spring,55.762569,21.356901,"[0.3419495,0.3729495]","Temperate Grasslands, Savannas & Shrublands",Nearctic,2
126_104001000C4AEE00_tile_1964,126_104001000C4AEE00,126,PRC,Shanghai,Shanghai Pudong International Airport,31.1427359,121.80411312160436,Clear Skies,Day,"[10.26,11.27)",Summer,71.240685,20.036402,"[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,1
86_1040010044D30600_tile_371,86_1040010044D30600,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Clear Skies,Day,"[12.28,13.29)",Autumn,52.90882,19.142824,"(0.31,0.3419495)",Flooded Grasslands & Savannas,Neotropic,2
90_1040010030C39600_tile_33,90_1040010030C39600,90,USA,Kansas,Gardner Municipal Airport,42.5513957,-72.01558746825278,Clear Skies,Day,"[13.29,14.3)",Summer,66.54016,25.984379,"(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Nearctic,1
54_10400100460EF400_tile_534,54_10400100460EF400,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Clear Skies,Day,"[11.27,12.28)",Winter,41.25408,28.453,"(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,2
66_104001003BA94300_tile_134,66_104001003BA94300,66,USA,Arizona,Marana Regional Airport,32.4113732,-111.21748791631757,Clear Skies,Day,"[11.27,12.28)",Spring,69.738846,21.57067,"(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,2
77_1040010040119E00_tile_605,77_1040010040119E00,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Summer,69.28755,26.910341,"(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Nearctic,1
60_1040010046430200_tile_261,60_1040010046430200,60,USA,Arizona,Phoenix Sky Harbor International Airport,33.43284865,-112.00679145657892,Clear Skies,Day,"[11.27,12.28)",Winter,40.206764,16.53186,"(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,2
93_1040010048202D00_tile_1459,93_1040010048202D00,93,USA,Kentucky,Cincinnati/Northern Kentucky International Airport,39.04990715,-84.66516172504984,Clear Skies,Day,"[12.28,13.29)",Spring,51.80045,22.319452,"[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Nearctic,3
126_104001000C4AEE00_tile_1316,126_104001000C4AEE00,126,PRC,Shanghai,Shanghai Pudong International Airport,31.1427359,121.80411312160436,Clear Skies,Day,"[10.26,11.27)",Summer,71.240685,20.036402,"[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,1
54_10400100061AF700_tile_484,54_10400100061AF700,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Clear Skies,Day,"[10.26,11.27)",Winter,36.465462,25.572586,"[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,3
130_104001002E47CD00_tile_985,130_104001002E47CD00,130,USA,Pennsylvania,Philadelphia International Airport,39.875018,-75.23521278969667,Cloud Cover or Haze,Day,"[11.27,12.28)",Summer,69.64022,29.135172,"(0.3729495,0.41]","Temperate Grasslands, Savannas & Shrublands",Nearctic,1
67_1040010046D15B00_tile_736,67_1040010046D15B00,67,USA,Utah,Salt Lake City International Airport,40.7900661,-111.97989846185592,Cloud Cover or Haze,Day,"[11.27,12.28)",Winter,36.111862,8.907067,"(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,2
51_10400100061AF700_tile_186,51_10400100061AF700,51,USA,Florida,Opa-locka Executive Airport,25.90619265,-80.27515077349665,Clear Skies,Day,"[10.26,11.27)",Winter,36.465462,25.572586,"[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,2
111_1040010028163500_tile_603,111_1040010028163500,111,USA,New Mexico,Double Eagle II Airport,35.14189225,-106.8072873431168,Clear Skies,Day,"[11.27,12.28)",Spring,46.497738,9.674176,"(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,2
23_104001001E51BE00_tile_2159,23_104001001E51BE00,23,Italy,Lazio,Viale di Porto,41.8469349,12.2210717,Clear Skies,Day,"[12.28,13.29)",Summer,68.949112,11.036024,"(0.31,0.3419495)","Mediterranean Forests, Woodlands & Scrub",Palearctic,1
77_1040010040119E00_tile_350,77_1040010040119E00,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Summer,69.28755,26.910341,"(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Nearctic,3
67_1040010046D15B00_tile_1715,67_1040010046D15B00,67,USA,Utah,Salt Lake City International Airport,40.7900661,-111.97989846185592,Cloud Cover or Haze,Day,"[11.27,12.28)",Winter,36.111862,8.907067,"(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,3
55_1040010048841900_tile_615,55_1040010048841900,55,Sudan,Khartoum State,Khartoum Airport,15.2909364,32.3597589,Clear Skies,Day,"[10.26,11.27)",Winter,51.654938,26.972872,"(0.3729495,0.41]","Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,2
86_10400100290F5300_tile_42,86_10400100290F5300,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Clear Skies,Day,"[10.26,11.27)",Winter,41.918182,28.868103,"(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,2
107_1040010043B54900_tile_41,107_1040010043B54900,107,USA,Nevada,North Las Vegas Airport,36.2101116,-115.19604695661889,Clear Skies,Day,"[10.26,11.27)",Autumn,36.54365,16.438389,"(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,2
92_1040010041354E00_tile_369,92_1040010041354E00,92,USA,California,Santa Maria Public Airport,34.8994719,-120.45551617973354,Clear Skies,Day,"[11.27,12.28)",Autumn,54.625793,28.648674,"(0.3729495,0.41]","Mediterranean Forests, Woodlands & Scrub",Nearctic,2
9_10400100310B0100_tile_124,9_10400100310B0100,9,France,Ile-de-France,Aérodrome de Toussus-le-Noble,48.75184575,2.1072688321992112,Clear Skies,Day,"[12.28,13.29)",Summer,49.582233,27.344479,"(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Palearctic,2
