image_tile_id,image_id,loc_id,Country,State_Province,Air_Field,Latitude,Longitude,Weather,Time_of_Day,Hour_of_Day,Season,avg_sun_elevation_angle,off_nadir_max,avg_pan_resolution,biome,realm,CONTROL
118_104001000A341F00_tile_540,118_104001000A341F00,118,USA,Wisconsin,General Mitchell International Airport,42.9465423,-87.89725778714413,Clear Skies,Day,"[11.27,12.28)",Spring,55.762569,"(21,30]","[0.3419495,0.3729495]","Temperate Grasslands, Savannas & Shrublands",Nearctic,2
26_1040010011C6F000_tile_1578,26_1040010011C6F000,26,Denmark,Capital Region,Københavns Lufthavn,55.6091282,12.650982248393536,Clear Skies,Day,"[12.28,13.29)",Autumn,39.65004,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,3
81_104001003AD0B700_tile_176,81_104001003AD0B700,81,USA,New York,Albany International Airport,42.74801595,-73.79855563763934,Cloud Cover or Haze,Day,"[11.27,12.28)",Spring,51.89871,"(12,21]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,1
112_104001001FBAB400_tile_219,112_104001001FBAB400,112,USA,Nevada,Boulder City Municipal Airport,35.9494789,-114.86096709818464,Clear Skies,Day,"[11.27,12.28)",Summer,72.033577,"[3,12]","(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,2
39_104001001D4E6100_tile_473,39_104001001D4E6100,39,USA,Kansas,Wichita Dwight D. Eisenhower National Airport,37.649253,-97.43226330309298,Clear Skies,Day,"[12.28,13.29)",Summer,73.046417,"(12,21]","(0.31,0.3419495)","Temperate Grasslands, Savannas & Shrublands",Nearctic,3
101_104001003BD74200_tile_192,101_104001003BD74200,101,USA,Arkansas,Hot Springs Memorial Field,34.47926405,-93.09398072838437,Snow,Day,"[12.28,13.29)",Spring,68.48322,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Nearctic,1
26_104001001CD3B900_tile_1416,26_104001001CD3B900,26,Denmark,Capital Region,Københavns Lufthavn,55.6091282,12.650982248393536,Clear Skies,Day,"[12.28,13.29)",Spring,50.996479,"(21,30]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,2
18_1040050010DC4900_tile_2044,18_1040050010DC4900,18,Germany,Hesse,Frankfurt Flughafen,50.0529322,8.5699146,Clear Skies,Day,"[11.27,12.28)",Winter,30.677256,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,3
86_1040010049B46C00_tile_246,86_1040010049B46C00,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Cloud Cover or Haze,Day,"[11.27,12.28)",Spring,54.206795,"(21,30]","(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,1
97_104001003823A400_tile_148,97_104001003823A400,97,USA,California,Norman Y. Mineta San Jose International Airport,37.3633299,-121.9293365260259,Clear Skies,Day,"[10.26,11.27)",Winter,35.15545,"(21,30]","(0.3729495,0.41]","Mediterranean Forests, Woodlands & Scrub",Nearctic,2
37_104001000EA43C00_tile_394,37_104001000EA43C00,37,UK,South East England,London Gatwick Airport,51.1541082,-0.1823116499127204,Clear Skies,Day,"[11.27,12.28)",Summer,59.530472,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,3
118_1040010023C25400_tile_729,118_1040010023C25400,118,USA,Wisconsin,General Mitchell International Airport,42.9465423,-87.89725778714413,Clear Skies,Day,"[11.27,12.28)",Autumn,40.415581,"(12,21]","(0.31,0.3419495)","Temperate Grasslands, Savannas & Shrublands",Nearctic,1
31_10400100443CFD00_tile_259,31_10400100443CFD00,31,India,Maharshtra,Chhatrapati Shivaji Maharaj International Airport,19.09015275,72.86371349380883,Clear Skies,Day,"[11.27,12.28)",Autumn,56.59772,"(21,30]","[0.3419495,0.3729495]",Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,2
6_1040010009874E00_tile_256,6_1040010009874E00,6,Denmark,Roskilde,Roskilde Airport,55.5858236,12.132685539683798,Cloud Cover or Haze,Day,"[12.28,13.29)",Spring,39.875862,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,3
7_104001002D43CF00_tile_5,7_104001002D43CF00,7,Ireland,Leinster,Newcastle Airfield,53.07390715,-6.036515466511577,Clear Skies,Day,"[12.28,13.29)",Spring,56.377438,"(12,21]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,1
126_104001000C4AEE00_tile_1629,126_104001000C4AEE00,126,PRC,Shanghai,Shanghai Pudong International Airport,31.1427359,121.80411312160436,Clear Skies,Day,"[10.26,11.27)",Summer,71.240685,"(12,21]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,2
18_10400100211BDD00_tile_4475,18_10400100211BDD00,18,Germany,Hesse,Frankfurt Flughafen,50.0529322,8.5699146,Clear Skies,Day,"[12.28,13.29)",Autumn,44.877602,"[3,12]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,3
77_104001004299B200_tile_1026,77_104001004299B200,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Autumn,52.479137,"(12,21]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,1
51_10400100061AF700_tile_247,51_10400100061AF700,51,USA,Florida,Opa-locka Executive Airport,25.90619265,-80.27515077349665,Clear Skies,Day,"[10.26,11.27)",Winter,36.465462,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,2
96_104001003C8C7800_tile_1047,96_104001003C8C7800,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Clear Skies,Day,"[13.29,14.3)",Spring,43.191658,"(21,30]","(0.3729495,0.41]",Boreal Forests/Taiga,Nearctic,3
45_1040010044AFF200_tile_45,45_1040010044AFF200,45,USA,Virginia,Manassas Regional Airport,38.721019600000005,-77.51462836591449,Clear Skies,Day,"[12.28,13.29)",Autumn,36.99876,"[3,12]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,1
59_1040010047789700_tile_1091,59_1040010047789700,59,Brazil,Rio de Janeiro South East Region,Tom Jobim International Airport,-22.81130575,-43.25747587604714,Clear Skies,Day,"[11.27,12.28)",Summer,69.642296,"(21,30]","[0.3419495,0.3729495]",Tropical & Subtropical Moist Broadleaf Forests,Neotropic,2
54_1040010024086400_tile_732,54_1040010024086400,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Cloud Cover or Haze,Day,"[11.27,12.28)",Autumn,45.31551,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,3
21_104001001ED39400_tile_250,21_104001001ED39400,21,Croatia,Konavle,Dubrovnik airport,42.56149335,18.26433626257242,Clear Skies,Day,"[11.27,12.28)",Summer,66.286736,"(21,30]","(0.3729495,0.41]","Mediterranean Forests, Woodlands & Scrub",Palearctic,1
86_104001003D8DB300_tile_188,86_104001003D8DB300,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Cloud Cover or Haze,Day,"[12.28,13.29)",Summer,74.79463,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,2
84_10400100460EF400_tile_118,84_10400100460EF400,84,USA,Florida,Fort Lauderdale-Hollywood International Airport,26.072017,-80.15099673135214,Clear Skies,Day,"[11.27,12.28)",Winter,41.25408,"(21,30]","(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,3
10_10400100386D9000_tile_70,10_10400100386D9000,10,France,Occitania,Aéroport de Montpellier,43.5789823,3.9583008,Clear Skies,Day,"[11.27,12.28)",Winter,33.709118,"(21,30]","(0.3729495,0.41]","Mediterranean Forests, Woodlands & Scrub",Palearctic,1
93_104001002A4FAA00_tile_1358,93_104001002A4FAA00,93,USA,Kentucky,Cincinnati/Northern Kentucky International Airport,39.04990715,-84.66516172504984,Clear Skies,Day,"[11.27,12.28)",Spring,43.621048,"(21,30]","(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Nearctic,2
77_1040010040119E00_tile_386,77_1040010040119E00,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Summer,69.28755,"(21,30]","(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Nearctic,3
130_104001002E47CD00_tile_1278,130_104001002E47CD00,130,USA,Pennsylvania,Philadelphia International Airport,39.875018,-75.23521278969667,Cloud Cover or Haze,Day,"[11.27,12.28)",Summer,69.64022,"(21,30]","(0.3729495,0.41]","Temperate Grasslands, Savannas & Shrublands",Nearctic,1
115_104001004B8E2D00_tile_958,115_104001004B8E2D00,115,USA,Alabama,Birmingham-Shuttlesworth International Airport,33.56350085,-86.75151606755506,Clear Skies,Day,"[11.27,12.28)",Spring,58.759113,"(12,21]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,2
13_104001001A99E200_tile_29,13_104001001A99E200,13,Germany,Bavaria,Flugplatz Antersberg,47.962454300000005,11.996405932279275,Clear Skies,Day,"[12.28,13.29)",Spring,43.965038,"(12,21]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,3
26_104001001CD3B900_tile_1277,26_104001001CD3B900,26,Denmark,Capital Region,Københavns Lufthavn,55.6091282,12.650982248393536,Clear Skies,Day,"[12.28,13.29)",Spring,50.996479,"(21,30]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,1
113_10400100290F5300_tile_93,113_10400100290F5300,113,USA,Florida,Pompano Beach Airpark,26.24909545,-80.1139574586896,Clear Skies,Day,"[10.26,11.27)",Winter,41.918182,"(21,30]","(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,2
77_1040010040119E00_tile_561,77_1040010040119E00,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Summer,69.28755,"(21,30]","(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Nearctic,3
45_1040010044AFF200_tile_86,45_1040010044AFF200,45,USA,Virginia,Manassas Regional Airport,38.721019600000005,-77.51462836591449,Clear Skies,Day,"[12.28,13.29)",Autumn,36.99876,"[3,12]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,1
113_104001003D8DB300_tile_24,113_104001003D8DB300,113,USA,Florida,Pompano Beach Airpark,26.24909545,-80.1139574586896,Clear Skies,Day,"[12.28,13.29)",Summer,74.79463,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,2
69_104005000CDBE200_tile_1049,69_104005000CDBE200,69,France,Ile-de-France,Tremblay-en-France Airport,49.0068908,2.571081969101916,Clear Skies,Day,"[12.28,13.29)",Autumn,46.01923,"(12,21]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,3
96_10400100096C2500_tile_910,96_10400100096C2500,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Snow,Day,"[13.29,14.3)",Spring,31.146236,"(21,30]","(0.3729495,0.41]",Boreal Forests/Taiga,Nearctic,1
44_1040010048739B00_tile_80,44_1040010048739B00,44,USA,Nevada,Henderson Executive Airport,35.97313425,-115.13607563609398,Clear Skies,Day,"[10.26,11.27)",Winter,41.674206,"(21,30]","[0.3419495,0.3729495]",Deserts & Xeric Shrublands,Nearctic,2
127_104001002B3BB400_tile_443,127_104001002B3BB400,127,USA,Puerto Rico,Luis Munoz Marin International Airport,18.44319945,-65.99743036847468,Clear Skies,Day,"[11.27,12.28)",Spring,70.58651,"[3,12]","(0.31,0.3419495)",Mangroves,Neotropic,3
51_10400100061AF700_tile_284,51_10400100061AF700,51,USA,Florida,Opa-locka Executive Airport,25.90619265,-80.27515077349665,Clear Skies,Day,"[10.26,11.27)",Winter,36.465462,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,1
54_10400100061AF700_tile_354,54_10400100061AF700,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Clear Skies,Day,"[10.26,11.27)",Winter,36.465462,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,2
20_1040010038CAE700_tile_107,20_1040010038CAE700,20,Germany,Bavaria,Airport Nuremberg,49.49826845,11.078106331160273,Clear Skies,Day,"[11.27,12.28)",Spring,32.274555,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,3
37_104001000EA43C00_tile_311,37_104001000EA43C00,37,UK,South East England,London Gatwick Airport,51.1541082,-0.1823116499127204,Clear Skies,Day,"[11.27,12.28)",Summer,59.530472,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,1
98_104001000B9F7B00_tile_127,98_104001000B9F7B00,98,USA,Florida,Witham Field,27.1831531,-80.22488623222156,Clear Skies,Day,"[11.27,12.28)",Spring,69.206512,"[3,12]","(0.31,0.3419495)","Temperate Grasslands, Savannas & Shrublands",Nearctic,2
54_104001003D4C9C00_tile_745,54_104001003D4C9C00,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Cloud Cover or Haze,Day,"[12.28,13.29)",Summer,79.01855,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,3
55_1040010048841900_tile_350,55_1040010048841900,55,Sudan,Khartoum State,Khartoum Airport,15.2909364,32.3597589,Clear Skies,Day,"[10.26,11.27)",Winter,51.654938,"(21,30]","(0.3729495,0.41]","Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,1
94_104001003DA55300_tile_42,94_104001003DA55300,94,USA,Massachusetts,Mansfield Municipal Airport,42.0010973,-71.19950499231985,Clear Skies,Day,"[11.27,12.28)",Spring,67.66815,"(21,30]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,2
86_104001003D8DB300_tile_129,86_104001003D8DB300,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Cloud Cover or Haze,Day,"[12.28,13.29)",Summer,74.79463,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,3
18_10400100211BDD00_tile_1264,18_10400100211BDD00,18,Germany,Hesse,Frankfurt Flughafen,50.0529322,8.5699146,Clear Skies,Day,"[12.28,13.29)",Autumn,44.877602,"[3,12]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,1
54_10400100061AF700_tile_477,54_10400100061AF700,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Clear Skies,Day,"[10.26,11.27)",Winter,36.465462,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,2
54_104001003D4C9C00_tile_570,54_104001003D4C9C00,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Cloud Cover or Haze,Day,"[12.28,13.29)",Summer,79.01855,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,3
19_10400100036EE200_tile_56,19_10400100036EE200,19,Germany,Rhineland-Palatinate,Flugplatz Mainz-Finthen,49.96817165,8.148477279110043,Clear Skies,Day,"[12.28,13.29)",Autumn,30.27849,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,1
37_104001000EA43C00_tile_569,37_104001000EA43C00,37,UK,South East England,London Gatwick Airport,51.1541082,-0.1823116499127204,Clear Skies,Day,"[11.27,12.28)",Summer,59.530472,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,2
98_104001000B9F7B00_tile_166,98_104001000B9F7B00,98,USA,Florida,Witham Field,27.1831531,-80.22488623222156,Clear Skies,Day,"[11.27,12.28)",Spring,69.206512,"[3,12]","(0.31,0.3419495)","Temperate Grasslands, Savannas & Shrublands",Nearctic,3
96_104001003C8C7800_tile_654,96_104001003C8C7800,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Clear Skies,Day,"[13.29,14.3)",Spring,43.191658,"(21,30]","(0.3729495,0.41]",Boreal Forests/Taiga,Nearctic,1
60_1040010046430200_tile_375,60_1040010046430200,60,USA,Arizona,Phoenix Sky Harbor International Airport,33.43284865,-112.00679145657892,Clear Skies,Day,"[11.27,12.28)",Winter,40.206764,"(12,21]","(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,2
97_104001003823A400_tile_99,97_104001003823A400,97,USA,California,Norman Y. Mineta San Jose International Airport,37.3633299,-121.9293365260259,Clear Skies,Day,"[10.26,11.27)",Winter,35.15545,"(21,30]","(0.3729495,0.41]","Mediterranean Forests, Woodlands & Scrub",Nearctic,3
84_10400100460EF400_tile_184,84_10400100460EF400,84,USA,Florida,Fort Lauderdale-Hollywood International Airport,26.072017,-80.15099673135214,Clear Skies,Day,"[11.27,12.28)",Winter,41.25408,"(21,30]","(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,1
20_1040010038CAE700_tile_196,20_1040010038CAE700,20,Germany,Bavaria,Airport Nuremberg,49.49826845,11.078106331160273,Clear Skies,Day,"[11.27,12.28)",Spring,32.274555,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,2
23_104001001E51BE00_tile_1198,23_104001001E51BE00,23,Italy,Lazio,Viale di Porto,41.8469349,12.2210717,Clear Skies,Day,"[12.28,13.29)",Summer,68.949112,"[3,12]","(0.31,0.3419495)","Mediterranean Forests, Woodlands & Scrub",Palearctic,3
23_104001002E8B7900_tile_1353,23_104001002E8B7900,23,Italy,Lazio,Viale di Porto,41.8469349,12.2210717,Clear Skies,Day,"[12.28,13.29)",Summer,69.01081,"(12,21]","(0.31,0.3419495)","Mediterranean Forests, Woodlands & Scrub",Palearctic,1
72_1040010042C71600_tile_38,72_1040010042C71600,72,USA,Florida,Miami Homestead General Aviation Airport,25.496276,-80.55049987704285,Cloud Cover or Haze,Day,"[12.28,13.29)",Autumn,61.147427,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,2
67_1040010046D15B00_tile_1585,67_1040010046D15B00,67,USA,Utah,Salt Lake City International Airport,40.7900661,-111.97989846185592,Cloud Cover or Haze,Day,"[11.27,12.28)",Winter,36.111862,"[3,12]","(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,3
77_1040010040119E00_tile_595,77_1040010040119E00,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,"[12.28,13.29)",Summer,69.28755,"(21,30]","(0.3729495,0.41]",Temperate Broadleaf & Mixed Forests,Nearctic,1
77_1040010043B0F100_tile_735,77_1040010043B0F100,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Cloud Cover or Haze,Day,"[12.28,13.29)",Autumn,59.12869,"(12,21]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Nearctic,2
55_1040010049CD5600_tile_398,55_1040010049CD5600,55,Sudan,Khartoum State,Khartoum Airport,15.2909364,32.3597589,Clear Skies,Day,"[10.26,11.27)",Spring,64.25062,"(21,30]","(0.3729495,0.41]","Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,3
84_1040010006ABC200_tile_148,84_1040010006ABC200,84,USA,Florida,Fort Lauderdale-Hollywood International Airport,26.072017,-80.15099673135214,Clear Skies,Day,"[10.26,11.27)",Winter,36.491913,"(21,30]","(0.3729495,0.41]",Flooded Grasslands & Savannas,Neotropic,1
26_104001001CD3B900_tile_1415,26_104001001CD3B900,26,Denmark,Capital Region,Københavns Lufthavn,55.6091282,12.650982248393536,Clear Skies,Day,"[12.28,13.29)",Spring,50.996479,"(21,30]","(0.31,0.3419495)",Temperate Broadleaf & Mixed Forests,Palearctic,2
26_1040010011C6F000_tile_2189,26_1040010011C6F000,26,Denmark,Capital Region,Københavns Lufthavn,55.6091282,12.650982248393536,Clear Skies,Day,"[12.28,13.29)",Autumn,39.65004,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Palearctic,3
54_104001003D4C9C00_tile_601,54_104001003D4C9C00,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Cloud Cover or Haze,Day,"[12.28,13.29)",Summer,79.01855,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,1
76_104001004941CB00_tile_145,76_104001004941CB00,76,USA,Maryland,Hagerstown Regional Airport,39.70883285,-77.7267563770384,Clear Skies,Day,"[12.28,13.29)",Spring,44.835953,"(21,30]","[0.3419495,0.3729495]",Temperate Broadleaf & Mixed Forests,Nearctic,2
86_1040010044D30600_tile_31,86_1040010044D30600,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Clear Skies,Day,"[12.28,13.29)",Autumn,52.90882,"(12,21]","(0.31,0.3419495)",Flooded Grasslands & Savannas,Neotropic,3
31_104001002809DA00_tile_540,31_104001002809DA00,31,India,Maharshtra,Chhatrapati Shivaji Maharaj International Airport,19.09015275,72.86371349380883,Clear Skies,Day,"[11.27,12.28)",Winter,55.809578,"(21,30]","(0.3729495,0.41]",Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1
54_104001003D4C9C00_tile_522,54_104001003D4C9C00,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Cloud Cover or Haze,Day,"[12.28,13.29)",Summer,79.01855,"(21,30]","[0.3419495,0.3729495]",Flooded Grasslands & Savannas,Neotropic,2
60_1040010046430200_tile_245,60_1040010046430200,60,USA,Arizona,Phoenix Sky Harbor International Airport,33.43284865,-112.00679145657892,Clear Skies,Day,"[11.27,12.28)",Winter,40.206764,"(12,21]","(0.31,0.3419495)",Deserts & Xeric Shrublands,Nearctic,3
130_10400100452B0100_tile_1053,130_10400100452B0100,130,USA,Pennsylvania,Philadelphia International Airport,39.875018,-75.23521278969667,Clear Skies,Day,"[10.26,11.27)",Winter,26.232819,"(21,30]","[0.3419495,0.3729495]","Temperate Grasslands, Savannas & Shrublands",Nearctic,1
