UUID,Center Frequency,Bandwidth,SNR,Start Time,Duration,Signal Type
395f35ba-7192-4abc-8869-cf57e4b7409e,"[-0.05, 0.05]","[0.0,0.2]","[15,20)",0,1024,16PSK
875717e7-a5eb-49e5-bd48-ce96a945c4c9,"[-0.1,-0.05)","(0.4,0.6]","[15,20)",0,1024,16PAM
8ec42e9c-9748-436b-88f6-0989a2682680,"[-0.1,-0.05)","(0.3,0.4]","[5,10)",0,1024,8PSK
82002e5a-e47f-412b-95b3-0162817775c9,"[-0.05, 0.05]","(0.4,0.6]","[20,25]",0,1024,8PSK
db839b9e-1a23-4bb6-9542-a419fea3ac5c,"[-0.1,-0.05)","(0.2,0.3]","[20,25]",0,1024,BASK
af4dd0cb-f746-4bbf-9589-cfe1c210185d,"(0.05,0.1]","[0.0,0.2]","[10,15)",0,1024,16ASK
ca02e20b-e2b4-41fe-8caf-6f8cb86d5c21,"(0.05,0.1]","(0.3,0.4]","[5,10)",0,1024,8PAM
69e64216-3884-470f-bc89-f63be6e70b11,"[-0.1,-0.05)","[0.0,0.2]","[10,15)",0,1024,8PSK
a6d4781b-fc70-4ae7-9a67-863189066a27,"[-0.1,-0.05)","(0.3,0.4]","[20,25]",0,1024,BPSK
350db0e4-5f8e-4c16-96e7-779c90b9c7eb,"[-0.1,-0.05)","(0.3,0.4]","[10,15)",0,1024,8PSK
7ffaa7c6-d0a8-4fa2-8c53-194e5b6878a1,"[-0.1,-0.05)","(0.4,0.6]","[15,20)",0,1024,16PSK
91ce2815-e6ed-40e5-87bc-3c03ea57013d,"(0.05,0.1]","(0.4,0.6]","[10,15)",0,1024,16PAM
fcba4d11-8f05-41a3-8e30-7f75e79d55c1,"[-0.1,-0.05)","(0.4,0.6]","[15,20)",0,1024,BASK
d76124d0-cc38-4da0-8b91-3d7ff8a54b29,"[-0.05, 0.05]","(0.3,0.4]","[10,15)",0,1024,BPSK
76d74317-b41f-4723-9b92-da60a0a18006,"[-0.05, 0.05]","(0.4,0.6]","[15,20)",0,1024,4ASK
7ec8edce-df68-4f9d-b1b7-e756e5ba1c83,"(0.05,0.1]","(0.3,0.4]","[15,20)",0,1024,8PAM
f41b0b3f-acee-49c3-b198-cd71bbef8bb9,"[-0.05, 0.05]","(0.3,0.4]","[15,20)",0,1024,8PAM
d3cd0756-6276-48ad-b3fc-0f051c7e7222,"(0.05,0.1]","(0.2,0.3]","[10,15)",0,1024,4PAM
09269c99-83f7-421a-aa44-60f4fdb682ca,"[-0.1,-0.05)","(0.3,0.4]","[20,25]",0,1024,16ASK
44f2de6e-e3e4-4c60-a603-d13f8585891e,"[-0.05, 0.05]","(0.4,0.6]","[5,10)",0,1024,8ASK
a313280a-0a2e-4f70-8cfa-fbc4143482de,"[-0.1,-0.05)","(0.3,0.4]","[10,15)",0,1024,16PSK
48a9360f-56d9-467b-9a1a-b0cec7aecc06,"[-0.05, 0.05]","[0.0,0.2]","[15,20)",0,1024,BPSK
50d43fa1-2ad8-46d8-ae35-f5e94e8208d3,"(0.05,0.1]","(0.3,0.4]","[20,25]",0,1024,4ASK
eb3de9e4-fa4d-4d5a-b166-da38ae04aedf,"(0.05,0.1]","(0.3,0.4]","[15,20)",0,1024,8PAM
b61f7d36-9a73-4805-a39d-f62c09b42430,"(0.05,0.1]","(0.4,0.6]","[10,15)",0,1024,16PAM
d8824d87-4eb0-428d-9955-50b520ba7638,"[-0.05, 0.05]","[0.0,0.2]","[20,25]",0,1024,4PAM
b92c55b0-a5ac-476e-be63-1a51f73a5763,"[-0.1,-0.05)","[0.0,0.2]","[5,10)",0,1024,16ASK
2742c108-f1a2-4b3d-8a40-2d1ec33cd841,"[-0.1,-0.05)","(0.4,0.6]","[20,25]",0,1024,4ASK
5f436c16-5bd5-46a4-9578-4f76dd432ab3,"[-0.1,-0.05)","(0.4,0.6]","[20,25]",0,1024,16ASK
b7511557-2727-4e5b-93f7-e8a14ff484ec,"[-0.1,-0.05)","[0.0,0.2]","[5,10)",0,1024,16ASK
b5680af6-a74e-4da9-8a60-c751434f7e4c,"[-0.05, 0.05]","[0.0,0.2]","[5,10)",0,1024,8ASK
2cadbd73-adcf-4dd7-b293-2f8493936435,"(0.05,0.1]","(0.4,0.6]","[15,20)",0,1024,16ASK
120a45f9-b214-47b3-8773-fb9e54e07516,"(0.05,0.1]","(0.2,0.3]","[20,25]",0,1024,16QAM
64ca0fa8-a57c-4d4d-910a-358dba68b639,"[-0.1,-0.05)","[0.0,0.2]","[10,15)",0,1024,16PAM
c56b11aa-27f9-449e-a318-f91cd2f3d6de,"[-0.05, 0.05]","(0.4,0.6]","[5,10)",0,1024,4PAM
bd51c443-d88b-4fc4-ba59-777d61665972,"(0.05,0.1]","(0.2,0.3]","[10,15)",0,1024,8PSK
9b1bef40-0f51-4711-bb8a-4d6c8e7454a2,"[-0.05, 0.05]","(0.2,0.3]","[10,15)",0,1024,16QAM
a4ff984c-b768-4c46-9dc8-b483e01d4267,"(0.05,0.1]","[0.0,0.2]","[10,15)",0,1024,8PAM
d5b7b107-de14-4458-9691-9ff3c92f2165,"[-0.05, 0.05]","(0.3,0.4]","[5,10)",0,1024,16PAM
f0bb2fdb-e382-43d3-bef1-4f7aff031c84,"[-0.05, 0.05]","(0.3,0.4]","[10,15)",0,1024,4ASK
04c84147-0265-4bd0-8c01-78cec6e1ef49,"(0.05,0.1]","[0.0,0.2]","[5,10)",0,1024,16PSK
fc7be071-d4ec-45bc-bcc3-cf7f11540564,"(0.05,0.1]","(0.3,0.4]","[15,20)",0,1024,QPSK
20d6de18-d407-45a2-8607-4c0f01aa620e,"[-0.1,-0.05)","(0.4,0.6]","[5,10)",0,1024,4ASK
d98b6cc7-6823-499c-b053-1e73c6614b99,"[-0.05, 0.05]","(0.4,0.6]","[20,25]",0,1024,4PAM
6b9a8516-24c7-43ad-9d2d-a39aa1ab2b1d,"[-0.05, 0.05]","(0.3,0.4]","[15,20)",0,1024,8PSK
2f5a02b1-a086-4d30-a10a-0d134d572b12,"[-0.1,-0.05)","(0.2,0.3]","[15,20)",0,1024,16PSK
356dd857-206b-4443-9858-f3525ee6ae5d,"[-0.05, 0.05]","(0.3,0.4]","[20,25]",0,1024,16ASK
310eb0c7-897f-4ecb-b2f4-46490840b1da,"(0.05,0.1]","(0.4,0.6]","[5,10)",0,1024,BPSK
fd6ced88-5c33-44bd-818c-59cb328f8c6c,"[-0.05, 0.05]","(0.3,0.4]","[20,25]",0,1024,BPSK
e84d93da-91f4-4b79-a873-ae1d2ccdd207,"[-0.1,-0.05)","(0.3,0.4]","[15,20)",0,1024,4PAM
016f4064-a0c5-4145-8a57-00340173e56e,"[-0.05, 0.05]","(0.3,0.4]","[10,15)",0,1024,16PSK
76b94caa-aacc-4345-a65e-40e9c0a663fa,"[-0.05, 0.05]","(0.4,0.6]","[20,25]",0,1024,64QAM
523710e2-8d8c-44e9-97a2-c5a9934a764e,"[-0.05, 0.05]","[0.0,0.2]","[15,20)",0,1024,8ASK
e192fb52-c9fe-4b99-a461-84683a49ebc8,"[-0.05, 0.05]","(0.3,0.4]","[15,20)",0,1024,64QAM
58c6efc9-6966-46cf-bab3-62256c94c22a,"(0.05,0.1]","(0.4,0.6]","[5,10)",0,1024,16ASK
28ba1f43-56b6-435e-acc0-012a5879e691,"(0.05,0.1]","(0.2,0.3]","[20,25]",0,1024,64QAM
ce0a893a-97d2-4213-a3eb-795bd625e80b,"[-0.1,-0.05)","(0.2,0.3]","[5,10)",0,1024,4PAM
490357b6-b887-4d76-93a4-ea567c9bce59,"[-0.05, 0.05]","[0.0,0.2]","[5,10)",0,1024,16QAM
aca8fdba-ad94-402a-bf65-97cd6b93146e,"(0.05,0.1]","(0.4,0.6]","[10,15)",0,1024,16PSK
f2be3189-51cd-4f46-a547-a9809b16c7ab,"(0.05,0.1]","(0.2,0.3]","[5,10)",0,1024,QPSK
d2f98468-dcd5-4641-9e95-33a1cbd838b3,"[-0.1,-0.05)","(0.2,0.3]","[5,10)",0,1024,BASK
4ad72eb7-49ad-4f98-9089-548b447de72d,"(0.05,0.1]","[0.0,0.2]","[15,20)",0,1024,16PAM
8c96eda6-06fa-4d27-80e6-e1020423bcff,"[-0.05, 0.05]","[0.0,0.2]","[15,20)",0,1024,8ASK
0350258f-8e26-4d25-90b5-fa2ae6897fce,"[-0.1,-0.05)","(0.4,0.6]","[20,25]",0,1024,8ASK
87a9b9cc-b979-444a-9082-1967984e5301,"[-0.05, 0.05]","[0.0,0.2]","[15,20)",0,1024,16PAM
af21c252-d3f7-4b29-827d-e47784e1f473,"[-0.05, 0.05]","(0.4,0.6]","[10,15)",0,1024,16ASK
40fe0735-29bb-4d82-ae09-5b37efd7e7b1,"[-0.1,-0.05)","(0.4,0.6]","[10,15)",0,1024,4ASK
6affe797-b64a-4df0-8aad-f046ffb22152,"[-0.05, 0.05]","(0.4,0.6]","[15,20)",0,1024,BPSK
f1b188c6-fa6a-4cc1-9e74-518d90ce9c12,"[-0.05, 0.05]","[0.0,0.2]","[20,25]",0,1024,16PAM
5fa16384-113f-493c-8ba3-5fd6df1e3d54,"(0.05,0.1]","[0.0,0.2]","[20,25]",0,1024,64QAM
21393c45-c419-4e81-b944-7f2d219ecc01,"(0.05,0.1]","(0.3,0.4]","[5,10)",0,1024,16QAM
bd56d5ac-0ab6-4e79-867e-8435510628fb,"[-0.1,-0.05)","[0.0,0.2]","[5,10)",0,1024,4PAM
f837e511-2ca0-4034-aeff-b677a4aeb1ef,"[-0.05, 0.05]","(0.3,0.4]","[5,10)",0,1024,QPSK
ec0f7263-dacb-4c50-9727-f5a65034a19b,"[-0.05, 0.05]","(0.3,0.4]","[10,15)",0,1024,16PSK
996c77c8-8564-4d4d-ba5d-17345f1b6d54,"(0.05,0.1]","(0.3,0.4]","[5,10)",0,1024,BPSK
114327ae-e390-46d2-9b25-8fb11f9428ac,"[-0.1,-0.05)","(0.3,0.4]","[5,10)",0,1024,4ASK
52424711-2617-402b-83f7-4fd1ecb992b3,"[-0.05, 0.05]","(0.2,0.3]","[20,25]",0,1024,QPSK
06d888f1-0cf9-4a49-8f98-8f3eb503762a,"[-0.05, 0.05]","(0.2,0.3]","[5,10)",0,1024,8ASK
d40b6516-592a-455c-aa71-d850d00a21e0,"(0.05,0.1]","(0.3,0.4]","[5,10)",0,1024,16QAM
f62b2775-fd24-495f-838f-cfa89eda5e31,"[-0.1,-0.05)","[0.0,0.2]","[5,10)",0,1024,QPSK
98dde342-0b02-4b50-b00c-fdbf3749d334,"[-0.05, 0.05]","(0.4,0.6]","[20,25]",0,1024,4ASK
6fd4d9c2-b9e3-43bd-8a72-9a3438a72cae,"(0.05,0.1]","(0.2,0.3]","[10,15)",0,1024,16ASK
a3ea1a07-cfb9-463d-ab79-6e10463c4368,"[-0.1,-0.05)","(0.4,0.6]","[10,15)",0,1024,16PAM
6b25a27f-30eb-4f05-84a8-d30bbee23038,"[-0.05, 0.05]","(0.2,0.3]","[20,25]",0,1024,4ASK
a6c050a3-9b36-4b69-a31c-852e7507695b,"[-0.05, 0.05]","(0.4,0.6]","[20,25]",0,1024,4PAM
a85890a4-d42b-411f-ade3-754621477e59,"(0.05,0.1]","[0.0,0.2]","[15,20)",0,1024,8PAM
d716a2c0-c741-445e-8e03-5618549ae20d,"[-0.05, 0.05]","(0.3,0.4]","[10,15)",0,1024,QPSK
ecf3b14f-ad7b-48aa-9289-fed71087261c,"(0.05,0.1]","[0.0,0.2]","[5,10)",0,1024,16PAM
20a5ec4c-ac68-4e4a-a264-44fd529295a4,"[-0.05, 0.05]","(0.4,0.6]","[5,10)",0,1024,4ASK
3e72c9cd-f7de-4112-8732-77745fad7860,"[-0.1,-0.05)","(0.4,0.6]","[5,10)",0,1024,4PAM
d73a3e0b-2aae-42e2-a7b8-4eeadeb64f8a,"(0.05,0.1]","(0.2,0.3]","[10,15)",0,1024,16PAM
a4ba0b4a-5125-4322-a17b-b11b95033932,"[-0.1,-0.05)","(0.3,0.4]","[10,15)",0,1024,8PSK
5accc424-965f-4f44-bf04-6724cb298e6a,"(0.05,0.1]","(0.4,0.6]","[5,10)",0,1024,16QAM
89a696e9-927d-4585-b7e4-580dedb7d654,"[-0.05, 0.05]","(0.4,0.6]","[15,20)",0,1024,8PAM
3fa7fba5-d77b-47cd-aa15-3964fabc1a67,"[-0.1,-0.05)","(0.2,0.3]","[15,20)",0,1024,8PAM
09aff700-dea8-4d4c-9aec-c581608546f4,"[-0.05, 0.05]","[0.0,0.2]","[15,20)",0,1024,16ASK
3f21947d-b460-4251-9409-dcef330cd215,"[-0.05, 0.05]","(0.4,0.6]","[20,25]",0,1024,8ASK
7fc8c5e7-e828-42b1-ac4b-da6e9f513e95,"[-0.05, 0.05]","(0.4,0.6]","[5,10)",0,1024,16QAM
c5ef7771-3723-4e9a-a330-3456c3f86cdc,"(0.05,0.1]","[0.0,0.2]","[10,15)",0,1024,BPSK
b6d044c9-9e59-4af5-8e48-863c98a3ccda,"[-0.05, 0.05]","(0.3,0.4]","[10,15)",0,1024,BASK
ea82b76b-e7fc-4167-8440-ac71a6831118,"[-0.05, 0.05]","[0.0,0.2]","[10,15)",0,1024,8ASK
b219d342-1761-4f84-89de-41aae8609c66,"[-0.05, 0.05]","(0.3,0.4]","[5,10)",0,1024,8PSK
e0ff3214-cee9-45a0-8dab-a825c60d1a6c,"[-0.1,-0.05)","[0.0,0.2]","[5,10)",0,1024,8PSK
5b5ff12d-d8a4-4ff5-a4cc-9b2a349f9d5b,"[-0.1,-0.05)","(0.3,0.4]","[5,10)",0,1024,64QAM
ba617fa8-6c25-48ac-aea9-db930c0370b0,"[-0.05, 0.05]","(0.3,0.4]","[15,20)",0,1024,4PAM
b80a5a29-bbc9-4526-a2e9-d19b833a5c2e,"[-0.05, 0.05]","(0.3,0.4]","[15,20)",0,1024,8ASK
a5a1822a-0f40-4a57-9dbb-90779f3e6d4b,"[-0.05, 0.05]","[0.0,0.2]","[5,10)",0,1024,BPSK
ee8dd057-c298-412d-a8a7-f3ab8759d2a7,"(0.05,0.1]","(0.4,0.6]","[15,20)",0,1024,BPSK
af22a086-3335-46b9-97c5-219f4881ac51,"[-0.05, 0.05]","(0.3,0.4]","[5,10)",0,1024,16ASK
ffda76d6-9074-42c1-ad0b-739a66bca003,"(0.05,0.1]","(0.2,0.3]","[15,20)",0,1024,16PAM
40a4e540-253d-4249-a6e2-eb10c8bee6b5,"[-0.1,-0.05)","[0.0,0.2]","[5,10)",0,1024,8ASK
fd7719cf-334f-479e-bca7-717976aca3af,"[-0.05, 0.05]","[0.0,0.2]","[20,25]",0,1024,16PAM
e8587520-4dde-49fd-8a84-c8c16c5c1efa,"(0.05,0.1]","(0.3,0.4]","[10,15)",0,1024,16PAM
9f9f3c3c-f8d5-4d02-9edb-03324215eed0,"[-0.1,-0.05)","(0.3,0.4]","[20,25]",0,1024,8PSK
0509fd19-9505-4b27-ac38-bc837765663b,"[-0.05, 0.05]","[0.0,0.2]","[5,10)",0,1024,16PSK
d0006a67-295a-499a-a5dd-85b61c336155,"(0.05,0.1]","(0.4,0.6]","[20,25]",0,1024,4ASK
f4c52adf-f032-47a8-9931-ae640e5bd40e,"[-0.1,-0.05)","[0.0,0.2]","[5,10)",0,1024,8PAM
9fcd0fc1-92b2-4276-b9d5-5d8db190474d,"[-0.05, 0.05]","(0.2,0.3]","[15,20)",0,1024,16PAM
2356f2ea-3fb1-4a10-a6b4-e176c553a9ac,"(0.05,0.1]","(0.4,0.6]","[10,15)",0,1024,4PAM
42d0b2e8-9b95-4487-a389-9fa713e27cdc,"[-0.1,-0.05)","(0.3,0.4]","[15,20)",0,1024,16QAM
fe67355d-52d5-4304-8ae9-f2690464adc8,"(0.05,0.1]","(0.4,0.6]","[10,15)",0,1024,4PAM
d3d1d4fd-8f3d-4f7c-8439-4cdcb86e783e,"[-0.05, 0.05]","[0.0,0.2]","[15,20)",0,1024,4ASK
0117f29e-bbe8-4f4e-8f58-f5a485c21681,"(0.05,0.1]","[0.0,0.2]","[20,25]",0,1024,4ASK
296c909f-068f-4410-8ed7-31e81b7feebe,"[-0.1,-0.05)","(0.4,0.6]","[10,15)",0,1024,16QAM
954ec516-8c65-4d3c-b621-c63f569a2e09,"[-0.05, 0.05]","(0.2,0.3]","[15,20)",0,1024,16PAM
03d4852f-f832-49f2-95f2-a7f8070ce587,"[-0.05, 0.05]","[0.0,0.2]","[10,15)",0,1024,8ASK
85c3d1cc-7a03-460d-8e94-8b83fb2d64bd,"(0.05,0.1]","(0.4,0.6]","[5,10)",0,1024,BASK
ac06887f-a7cd-4c6c-92b9-ee8080d21a40,"[-0.1,-0.05)","(0.4,0.6]","[20,25]",0,1024,16ASK
307ec564-2e27-4c30-a6e1-cb7cbc33bc36,"(0.05,0.1]","(0.4,0.6]","[5,10)",0,1024,4PAM
023c9cb3-08eb-4c07-8dcf-c54e658eea9e,"[-0.1,-0.05)","(0.2,0.3]","[15,20)",0,1024,QPSK
a430e93c-893f-40c1-a84c-9eb74f8d903c,"[-0.05, 0.05]","(0.2,0.3]","[15,20)",0,1024,QPSK
36b5ce43-848c-4155-910d-8adb60170a5f,"(0.05,0.1]","(0.3,0.4]","[10,15)",0,1024,16QAM
7ac5e85b-86b7-4885-91d2-561c4b585512,"[-0.1,-0.05)","(0.3,0.4]","[20,25]",0,1024,8PSK
84e8f513-d3bf-4872-946e-6c0cb4c59017,"(0.05,0.1]","(0.4,0.6]","[20,25]",0,1024,16QAM
0159c699-2c01-4afa-abef-008de2d49bee,"[-0.05, 0.05]","[0.0,0.2]","[15,20)",0,1024,QPSK
fda0b357-d09b-4ed7-9fdb-1ef1e30cfd0d,"[-0.1,-0.05)","[0.0,0.2]","[5,10)",0,1024,4ASK
a494207a-a98d-41d9-b92c-a89306575dc4,"[-0.1,-0.05)","[0.0,0.2]","[15,20)",0,1024,BASK
597b0313-03f2-49f8-8bad-e2894e1a56bb,"[-0.1,-0.05)","(0.4,0.6]","[5,10)",0,1024,64QAM
fe4d5dd5-d9d2-4d27-8a15-572db460d25f,"[-0.05, 0.05]","(0.2,0.3]","[15,20)",0,1024,QPSK
48aa951b-a254-4547-a245-b0e1a93c1556,"[-0.05, 0.05]","(0.3,0.4]","[10,15)",0,1024,16ASK
b37dfd02-067e-453d-b5f4-248d324aa283,"[-0.05, 0.05]","[0.0,0.2]","[5,10)",0,1024,16PSK
df95d26e-4890-4715-a1cc-a7705397d205,"[-0.05, 0.05]","[0.0,0.2]","[20,25]",0,1024,BPSK
6e465481-95ad-4089-ae8d-fef974251a65,"[-0.05, 0.05]","[0.0,0.2]","[20,25]",0,1024,BASK
7fc39a99-1440-4f9d-8ba4-39dd98f54499,"[-0.05, 0.05]","(0.2,0.3]","[10,15)",0,1024,16ASK
f4abae4f-288f-4ab1-b9f1-6cad4b73961b,"[-0.1,-0.05)","[0.0,0.2]","[20,25]",0,1024,8ASK
be622f79-cda1-4ebf-91ff-9f6aea9c0373,"(0.05,0.1]","(0.3,0.4]","[15,20)",0,1024,BASK
b524a5d3-47dc-4327-8b80-21a814db24ce,"[-0.05, 0.05]","(0.2,0.3]","[15,20)",0,1024,BPSK
da84643a-7ee2-4e8a-8e50-49de4775bc4f,"[-0.05, 0.05]","(0.3,0.4]","[20,25]",0,1024,QPSK
2ee91504-1e91-4263-8c38-f208b7c2ebe1,"[-0.05, 0.05]","(0.2,0.3]","[10,15)",0,1024,8ASK
700f1803-7276-4e83-877f-d6d865600894,"(0.05,0.1]","(0.2,0.3]","[20,25]",0,1024,16QAM
59e22d45-fac7-4e2d-b68b-7c1823ef9ca8,"[-0.1,-0.05)","[0.0,0.2]","[10,15)",0,1024,4ASK
1fa8e1d0-2902-48aa-92c8-a2fdf4975a59,"[-0.05, 0.05]","(0.4,0.6]","[15,20)",0,1024,64QAM
835c3139-be74-4118-9ee1-9a69d53e071f,"[-0.05, 0.05]","(0.2,0.3]","[15,20)",0,1024,16PSK
b35b509d-068c-4527-aefd-59ca436e2f2d,"[-0.1,-0.05)","(0.2,0.3]","[20,25]",0,1024,16QAM
6fc49d75-0655-4c80-bb11-c1f5f9066205,"[-0.1,-0.05)","(0.4,0.6]","[15,20)",0,1024,8PSK
d05c2780-e99a-4494-827e-31489f2832fc,"[-0.05, 0.05]","(0.2,0.3]","[15,20)",0,1024,16ASK
1be57462-81dc-4354-9080-cd03d31a40a1,"(0.05,0.1]","[0.0,0.2]","[15,20)",0,1024,BPSK
bd697736-df08-4bc0-b7d9-84b41afbdb66,"[-0.1,-0.05)","(0.4,0.6]","[20,25]",0,1024,16QAM
3a1ba35d-db3e-4587-bf99-aa64b77050a8,"[-0.05, 0.05]","(0.4,0.6]","[5,10)",0,1024,8ASK
a71d029b-60a7-4811-ac3b-16cb300a2351,"(0.05,0.1]","(0.2,0.3]","[20,25]",0,1024,QPSK
a497d61d-309e-4644-bad9-7e171ea8d5cb,"[-0.1,-0.05)","(0.4,0.6]","[15,20)",0,1024,16QAM
671d2070-7ddf-4d7d-bb60-6051db01b5e8,"[-0.1,-0.05)","(0.2,0.3]","[5,10)",0,1024,4PAM
017c251c-a777-4ddb-95bf-9e4d80f240be,"[-0.05, 0.05]","(0.4,0.6]","[10,15)",0,1024,16ASK
fb81ae7f-0ecd-45d4-b052-a4fca57b65f6,"[-0.1,-0.05)","(0.4,0.6]","[15,20)",0,1024,BASK
13be1c7b-a8af-46fd-9dde-1113c9bc1faa,"[-0.1,-0.05)","(0.3,0.4]","[10,15)",0,1024,16PAM
2efb7460-5d4f-407f-9af7-c297f910c25d,"[-0.1,-0.05)","(0.3,0.4]","[20,25]",0,1024,BPSK
c769951b-1a12-47f8-841b-5edb8c58cf26,"(0.05,0.1]","(0.2,0.3]","[10,15)",0,1024,8ASK
3882d577-254b-4d3b-8266-930e81bb2a3b,"[-0.1,-0.05)","(0.3,0.4]","[15,20)",0,1024,16QAM
b2adad6d-804d-4fd4-862b-8876bc6018b1,"(0.05,0.1]","(0.2,0.3]","[15,20)",0,1024,16QAM
5cf3351b-43f9-49bd-b8e0-d7ae01e3f8b6,"[-0.1,-0.05)","(0.2,0.3]","[5,10)",0,1024,16QAM
25bb820f-d50c-41e8-82f3-28fe0068f69b,"[-0.05, 0.05]","(0.4,0.6]","[10,15)",0,1024,64QAM
d9c744f3-28e8-4fb0-8450-404b19c896ca,"[-0.05, 0.05]","(0.4,0.6]","[15,20)",0,1024,8PSK
5c200c7a-912a-4592-858c-0590019b0f36,"[-0.1,-0.05)","(0.2,0.3]","[10,15)",0,1024,QPSK
8b915c9c-6f67-48ef-9003-10af32d9ac1e,"[-0.05, 0.05]","[0.0,0.2]","[10,15)",0,1024,16PAM
1b427fe1-18f2-4977-b592-f4f2a2d45fb8,"[-0.05, 0.05]","(0.4,0.6]","[20,25]",0,1024,64QAM
111c13a1-00dc-4cb7-afe7-dee459e93871,"[-0.05, 0.05]","(0.2,0.3]","[15,20)",0,1024,4ASK
32d0f586-2691-4dea-abf3-30094b3698dc,"(0.05,0.1]","(0.2,0.3]","[20,25]",0,1024,16QAM
b7650480-66c4-40ba-b6bc-beddc6873b6e,"(0.05,0.1]","(0.4,0.6]","[15,20)",0,1024,16QAM
a0733507-7e92-4f47-866d-d3140cc0537d,"[-0.05, 0.05]","(0.2,0.3]","[20,25]",0,1024,BASK
ef71e82f-b6d1-40b4-92d3-63976e36dfd4,"[-0.1,-0.05)","[0.0,0.2]","[10,15)",0,1024,16PAM
0852ee54-9a45-4a85-8bad-b99bca519a7d,"[-0.05, 0.05]","(0.2,0.3]","[5,10)",0,1024,BASK
86298116-4a54-46aa-8973-a881d508ae66,"(0.05,0.1]","[0.0,0.2]","[5,10)",0,1024,8PSK
3098f9de-e0fa-4c6a-8bab-735b43e3d208,"(0.05,0.1]","(0.4,0.6]","[5,10)",0,1024,8PSK
94e9f0ac-8c50-472c-b3c1-24d301fe2932,"[-0.05, 0.05]","[0.0,0.2]","[5,10)",0,1024,8ASK
91474ec2-d44d-4443-bcf4-d68e77074a46,"[-0.1,-0.05)","(0.4,0.6]","[5,10)",0,1024,8PSK
