UUID,Center Frequency,Bandwidth,SNR,Start Time,Duration,Signal Type
40fe0735-29bb-4d82-ae09-5b37efd7e7b1,-0.09971675076440206,0.48148148148148145,14.5434567038539,0,1024,4ASK
6affe797-b64a-4df0-8aad-f046ffb22152,0.01634192360613937,0.44411764705882356,16.09763089962391,0,1024,BPSK
f1b188c6-fa6a-4cc1-9e74-518d90ce9c12,-0.008771155662974303,0.1346153846153846,22.405127324903432,0,1024,16PAM
5fa16384-113f-493c-8ba3-5fd6df1e3d54,0.08830219678790621,0.1806451612903226,21.663144105951602,0,1024,64QAM
21393c45-c419-4e81-b944-7f2d219ecc01,0.0869466524656525,0.4,7.606703838326512,0,1024,16QAM
bd56d5ac-0ab6-4e79-867e-8435510628fb,-0.0817006105019199,0.1206521739130435,8.423064033333223,0,1024,4PAM
f837e511-2ca0-4034-aeff-b677a4aeb1ef,-0.04087905952735804,0.38979591836734695,6.973495124270823,0,1024,QPSK
ec0f7263-dacb-4c50-9727-f5a65034a19b,-0.018690309485377046,0.3487804878048781,12.832906171822833,0,1024,16PSK
996c77c8-8564-4d4d-ba5d-17345f1b6d54,0.051444966675370574,0.3557692307692308,5.111801715795947,0,1024,BPSK
114327ae-e390-46d2-9b25-8fb11f9428ac,-0.067728483158362,0.3692307692307692,9.83070188758516,0,1024,4ASK
52424711-2617-402b-83f7-4fd1ecb992b3,-0.021339885239964523,0.20363636363636364,24.64338792702523,0,1024,QPSK
06d888f1-0cf9-4a49-8f98-8f3eb503762a,0.0450978090472145,0.25434782608695655,5.8382186720967315,0,1024,8ASK
d40b6516-592a-455c-aa71-d850d00a21e0,0.060858910438725544,0.30377358490566037,8.625600519757517,0,1024,16QAM
f62b2775-fd24-495f-838f-cfa89eda5e31,-0.09423937847450857,0.1910714285714286,9.260813357150845,0,1024,QPSK
98dde342-0b02-4b50-b00c-fdbf3749d334,-0.002751848376143215,0.4135135135135135,21.72830744223071,0,1024,4ASK
6fd4d9c2-b9e3-43bd-8a72-9a3438a72cae,0.08332511989684757,0.29365079365079366,13.865652848530427,0,1024,16ASK
a3ea1a07-cfb9-463d-ab79-6e10463c4368,-0.07080745705445231,0.4818181818181818,14.506297652366406,0,1024,16PAM
6b25a27f-30eb-4f05-84a8-d30bbee23038,-0.046651593985558515,0.26111111111111107,24.880048651635303,0,1024,4ASK
a6c050a3-9b36-4b69-a31c-852e7507695b,-0.036575876834869514,0.4918918918918918,22.3296654053242,0,1024,4PAM
a85890a4-d42b-411f-ade3-754621477e59,0.05181162583375851,0.19777777777777777,16.260046587885277,0,1024,8PAM
d716a2c0-c741-445e-8e03-5618549ae20d,-0.0493215110711917,0.3580645161290323,10.071511557237706,0,1024,QPSK
ecf3b14f-ad7b-48aa-9289-fed71087261c,0.07219880140329618,0.10787401574803152,6.3451466600384805,0,1024,16PAM
20a5ec4c-ac68-4e4a-a264-44fd529295a4,-0.042187369262099206,0.4891891891891892,9.556456900182361,0,1024,4ASK
3e72c9cd-f7de-4112-8732-77745fad7860,-0.07097078197446904,0.45882352941176474,9.080959733109328,0,1024,4PAM
d73a3e0b-2aae-42e2-a7b8-4eeadeb64f8a,0.08266546763491792,0.24393939393939393,11.60399688042075,0,1024,16PAM
a4ba0b4a-5125-4322-a17b-b11b95033932,-0.07750997583723684,0.346938775510204,14.753565419497647,0,1024,8PSK
5accc424-965f-4f44-bf04-6724cb298e6a,0.09332379121734888,0.49166666666666664,7.738929577780997,0,1024,16QAM
89a696e9-927d-4585-b7e4-580dedb7d654,-0.010283425876896499,0.4204545454545454,16.384175729072926,0,1024,8PAM
3fa7fba5-d77b-47cd-aa15-3964fabc1a67,-0.08111107740319828,0.23928571428571432,15.538774050037265,0,1024,8PAM
09aff700-dea8-4d4c-9aec-c581608546f4,-0.013558658629203316,0.1774193548387097,16.440978358827508,0,1024,16ASK
3f21947d-b460-4251-9409-dcef330cd215,0.010640646271391649,0.4925,21.751113350299708,0,1024,8ASK
7fc8c5e7-e828-42b1-ac4b-da6e9f513e95,-0.011513691711803303,0.47250000000000003,6.596103251570766,0,1024,16QAM
c5ef7771-3723-4e9a-a330-3456c3f86cdc,0.0905031437060741,0.1974025974025974,11.456952830015389,0,1024,BPSK
b6d044c9-9e59-4af5-8e48-863c98a3ccda,0.021527234616224383,0.3033333333333333,12.671045465642628,0,1024,BASK
ea82b76b-e7fc-4167-8440-ac71a6831118,0.021408639647645084,0.1828125,14.257258742164769,0,1024,8ASK
b219d342-1761-4f84-89de-41aae8609c66,0.004816505621865572,0.38846153846153847,5.818352393760923,0,1024,8PSK
e0ff3214-cee9-45a0-8dab-a825c60d1a6c,-0.06457780804135388,0.1451219512195122,7.582644507546396,0,1024,8PSK
5b5ff12d-d8a4-4ff5-a4cc-9b2a349f9d5b,-0.05565096313168594,0.37419354838709673,6.086778746192206,0,1024,64QAM
ba617fa8-6c25-48ac-aea9-db930c0370b0,-0.03536474796615739,0.3619047619047619,19.213184262806365,0,1024,4PAM
b80a5a29-bbc9-4526-a2e9-d19b833a5c2e,0.04429658019404406,0.3620689655172414,18.962336620722706,0,1024,8ASK
a5a1822a-0f40-4a57-9dbb-90779f3e6d4b,-0.026757855276580367,0.15454545454545454,9.310889407475234,0,1024,BPSK
ee8dd057-c298-412d-a8a7-f3ab8759d2a7,0.07013525061489609,0.4103448275862069,17.16630286351232,0,1024,BPSK
af22a086-3335-46b9-97c5-219f4881ac51,-0.02753137131413895,0.36000000000000004,5.366254606477976,0,1024,16ASK
ffda76d6-9074-42c1-ad0b-739a66bca003,0.0869716412742989,0.2253164556962025,15.28103625358057,0,1024,16PAM
40a4e540-253d-4249-a6e2-eb10c8bee6b5,-0.08100425712707067,0.15324675324675324,8.80157364909292,0,1024,8ASK
fd7719cf-334f-479e-bca7-717976aca3af,0.020374272115550693,0.12612612612612611,20.31864774107544,0,1024,16PAM
e8587520-4dde-49fd-8a84-c8c16c5c1efa,0.07860724715482506,0.30952380952380953,11.218431327623463,0,1024,16PAM
9f9f3c3c-f8d5-4d02-9edb-03324215eed0,-0.0860789918455225,0.38666666666666666,22.000339816206424,0,1024,8PSK
0509fd19-9505-4b27-ac38-bc837765663b,-0.03612044817005981,0.13308270676691727,6.410312984108424,0,1024,16PSK
d0006a67-295a-499a-a5dd-85b61c336155,0.09406997333882675,0.4416666666666667,24.991994885387395,0,1024,4ASK
f4c52adf-f032-47a8-9931-ae640e5bd40e,-0.0689819181618434,0.1925531914893617,7.437924994730998,0,1024,8PAM
9fcd0fc1-92b2-4276-b9d5-5d8db190474d,-0.04601637423242671,0.2955223880597015,16.80050998955681,0,1024,16PAM
2356f2ea-3fb1-4a10-a6b4-e176c553a9ac,0.06789050350158873,0.49722222222222223,10.636674373542583,0,1024,4PAM
42d0b2e8-9b95-4487-a389-9fa713e27cdc,-0.057239686784012214,0.3883720930232558,15.98929133286515,0,1024,16QAM
fe67355d-52d5-4304-8ae9-f2690464adc8,0.05690556794789528,0.4848484848484849,13.239312417305413,0,1024,4PAM
d3d1d4fd-8f3d-4f7c-8439-4cdcb86e783e,-0.0017655067788289597,0.14910714285714285,15.961843095552041,0,1024,4ASK
0117f29e-bbe8-4f4e-8f58-f5a485c21681,0.06128573540740845,0.188135593220339,23.72033521505562,0,1024,4ASK
296c909f-068f-4410-8ed7-31e81b7feebe,-0.0698159955504273,0.4054054054054054,11.086034844095355,0,1024,16QAM
954ec516-8c65-4d3c-b621-c63f569a2e09,-0.04646581315685836,0.22352941176470592,15.978688155291369,0,1024,16PAM
03d4852f-f832-49f2-95f2-a7f8070ce587,0.023912373341952883,0.1448529411764706,13.136407330664163,0,1024,8ASK
85c3d1cc-7a03-460d-8e94-8b83fb2d64bd,0.0959544133870964,0.425,9.649604646031204,0,1024,BASK
ac06887f-a7cd-4c6c-92b9-ee8080d21a40,-0.07446198146832528,0.47391304347826096,24.163080678609916,0,1024,16ASK
307ec564-2e27-4c30-a6e1-cb7cbc33bc36,0.057454224732922554,0.435,6.675588582204739,0,1024,4PAM
023c9cb3-08eb-4c07-8dcf-c54e658eea9e,-0.09645837043589643,0.24533333333333332,19.948066865768283,0,1024,QPSK
a430e93c-893f-40c1-a84c-9eb74f8d903c,0.03126426941710014,0.2048192771084337,16.960153338219467,0,1024,QPSK
36b5ce43-848c-4155-910d-8adb60170a5f,0.09463182923547125,0.3435897435897436,13.146664291166783,0,1024,16QAM
7ac5e85b-86b7-4885-91d2-561c4b585512,-0.07080073804845953,0.3081632653061224,20.86228103693093,0,1024,8PSK
84e8f513-d3bf-4872-946e-6c0cb4c59017,0.06069512142528205,0.46799999999999997,24.34203236610255,0,1024,16QAM
0159c699-2c01-4afa-abef-008de2d49bee,-0.023963746806285685,0.1347517730496454,16.574949529588018,0,1024,QPSK
fda0b357-d09b-4ed7-9fdb-1ef1e30cfd0d,-0.08709213535412126,0.17968749999999997,5.925678043497802,0,1024,4ASK
a494207a-a98d-41d9-b92c-a89306575dc4,-0.056833008477122166,0.13432835820895522,19.04938863754087,0,1024,BASK
597b0313-03f2-49f8-8bad-e2894e1a56bb,-0.09540997928972755,0.40930232558139534,7.195863535691345,0,1024,64QAM
fe4d5dd5-d9d2-4d27-8a15-572db460d25f,0.02237044218184947,0.21142857142857144,17.87912298006669,0,1024,QPSK
48aa951b-a254-4547-a245-b0e1a93c1556,0.021399642813702727,0.3870967741935484,10.856829709623954,0,1024,16ASK
b37dfd02-067e-453d-b5f4-248d324aa283,-0.03716953087228525,0.18666666666666665,7.6112759032843025,0,1024,16PSK
df95d26e-4890-4715-a1cc-a7705397d205,-0.03914786852980075,0.18717948717948718,24.720812886045593,0,1024,BPSK
6e465481-95ad-4089-ae8d-fef974251a65,-0.01513637804300308,0.15148514851485148,20.621034362556095,0,1024,BASK
7fc39a99-1440-4f9d-8ba4-39dd98f54499,-0.02258781447611838,0.28813559322033894,13.824867256867591,0,1024,16ASK
f4abae4f-288f-4ab1-b9f1-6cad4b73961b,-0.08630466754665751,0.18695652173913044,24.955043327533787,0,1024,8ASK
be622f79-cda1-4ebf-91ff-9f6aea9c0373,0.09005704838490927,0.3302325581395349,15.552045179778602,0,1024,BASK
b524a5d3-47dc-4327-8b80-21a814db24ce,0.02695161401814608,0.21976744186046515,16.766509075776018,0,1024,BPSK
da84643a-7ee2-4e8a-8e50-49de4775bc4f,0.027577922135575306,0.30754716981132074,24.973671247285306,0,1024,QPSK
2ee91504-1e91-4263-8c38-f208b7c2ebe1,0.041564314411627945,0.22741935483870965,12.00845203647863,0,1024,8ASK
700f1803-7276-4e83-877f-d6d865600894,0.057888630010496545,0.2358974358974359,22.546879304748686,0,1024,16QAM
59e22d45-fac7-4e2d-b68b-7c1823ef9ca8,-0.06021420460542151,0.11594202898550725,13.162106305414024,0,1024,4ASK
1fa8e1d0-2902-48aa-92c8-a2fdf4975a59,0.0021209229732719326,0.425,16.94116755609455,0,1024,64QAM
835c3139-be74-4118-9ee1-9a69d53e071f,0.018947918161555458,0.20666666666666667,17.361098655383152,0,1024,16PSK
b35b509d-068c-4527-aefd-59ca436e2f2d,-0.05643597532524008,0.20114942528735633,23.4565154928394,0,1024,16QAM
6fc49d75-0655-4c80-bb11-c1f5f9066205,-0.07434218530509307,0.45714285714285713,17.23775569627527,0,1024,8PSK
d05c2780-e99a-4494-827e-31489f2832fc,0.03417421723071873,0.26944444444444443,15.179679964259787,0,1024,16ASK
1be57462-81dc-4354-9080-cd03d31a40a1,0.07003992323542937,0.19466666666666665,16.419457064163822,0,1024,BPSK
bd697736-df08-4bc0-b7d9-84b41afbdb66,-0.07267877642002651,0.4750000000000001,24.225614949710405,0,1024,16QAM
3a1ba35d-db3e-4587-bf99-aa64b77050a8,0.03640061451883733,0.43750000000000006,5.36311111166383,0,1024,8ASK
a71d029b-60a7-4811-ac3b-16cb300a2351,0.07754762805698284,0.22388059701492538,21.84013736582256,0,1024,QPSK
a497d61d-309e-4644-bad9-7e171ea8d5cb,-0.09886095971258652,0.49117647058823527,17.133823765523463,0,1024,16QAM
671d2070-7ddf-4d7d-bb60-6051db01b5e8,-0.07084758999554511,0.26785714285714285,7.330004727224768,0,1024,4PAM
017c251c-a777-4ddb-95bf-9e4d80f240be,-0.03922349812028714,0.43333333333333335,12.197238435382891,0,1024,16ASK
fb81ae7f-0ecd-45d4-b052-a4fca57b65f6,-0.09627988112868169,0.4675,17.594602994950836,0,1024,BASK
13be1c7b-a8af-46fd-9dde-1113c9bc1faa,-0.07687847589153336,0.3689655172413793,14.462267579406678,0,1024,16PAM
2efb7460-5d4f-407f-9af7-c297f910c25d,-0.06348827331851076,0.3125,22.37908870552483,0,1024,BPSK
c769951b-1a12-47f8-841b-5edb8c58cf26,0.09778321747480279,0.26842105263157895,11.598961342347678,0,1024,8ASK
3882d577-254b-4d3b-8266-930e81bb2a3b,-0.08792393782486735,0.35937499999999994,18.54554128616323,0,1024,16QAM
b2adad6d-804d-4fd4-862b-8876bc6018b1,0.08627052196032248,0.2896551724137931,17.37838155085057,0,1024,16QAM
5cf3351b-43f9-49bd-b8e0-d7ae01e3f8b6,-0.08102457534795321,0.28620689655172415,6.36215191605584,0,1024,16QAM
25bb820f-d50c-41e8-82f3-28fe0068f69b,0.015895553397673595,0.44062499999999993,13.288186763768799,0,1024,64QAM
d9c744f3-28e8-4fb0-8450-404b19c896ca,0.025849568297720837,0.46923076923076923,15.511919714306144,0,1024,8PSK
5c200c7a-912a-4592-858c-0590019b0f36,-0.05831037152243299,0.29444444444444445,10.593231520291193,0,1024,QPSK
8b915c9c-6f67-48ef-9003-10af32d9ac1e,-0.0022325650452710982,0.18686868686868688,10.017017138638716,0,1024,16PAM
1b427fe1-18f2-4977-b592-f4f2a2d45fb8,-0.042747115673615624,0.46086956521739136,23.53869754716057,0,1024,64QAM
111c13a1-00dc-4cb7-afe7-dee459e93871,0.018797397248190212,0.25857142857142856,15.159177368726212,0,1024,4ASK
32d0f586-2691-4dea-abf3-30094b3698dc,0.08610181956713689,0.21688311688311687,22.289696630459858,0,1024,16QAM
b7650480-66c4-40ba-b6bc-beddc6873b6e,0.07685092171474472,0.4057142857142857,16.698306570344105,0,1024,16QAM
a0733507-7e92-4f47-866d-d3140cc0537d,0.049550455317513675,0.2625,22.580143772468276,0,1024,BASK
ef71e82f-b6d1-40b4-92d3-63976e36dfd4,-0.08357107612780007,0.15660377358490568,11.149569000353052,0,1024,16PAM
0852ee54-9a45-4a85-8bad-b99bca519a7d,0.02805912033327085,0.24237288135593218,5.817403169424836,0,1024,BASK
86298116-4a54-46aa-8973-a881d508ae66,0.05288778416801487,0.1828125,6.7385244269489375,0,1024,8PSK
3098f9de-e0fa-4c6a-8bab-735b43e3d208,0.060217738468705845,0.4205128205128206,7.991774045988804,0,1024,8PSK
94e9f0ac-8c50-472c-b3c1-24d301fe2932,-0.004316796105372306,0.12261904761904761,8.376842931089993,0,1024,8ASK
91474ec2-d44d-4443-bcf4-d68e77074a46,-0.09583627081990914,0.4804878048780488,8.562418627694669,0,1024,8PSK
f914f614-fea3-4381-b1c7-8560b14d69b5,0.058759652353113645,0.2774647887323944,19.32736958145878,0,1024,BASK
b445ac6f-2b37-4ecd-af37-707666a7721f,0.08017412230907137,0.4342857142857143,24.561043546330545,0,1024,4PAM
42a3227d-4da9-4b04-8e58-5c5d110016da,0.05320184736484784,0.33999999999999997,5.902005569931514,0,1024,8ASK
f19a6e14-c150-4338-89c9-11ac14d622d7,-0.034245724997612345,0.3957446808510638,12.712020223704403,0,1024,16QAM
2d416ad3-d95d-4fea-91fe-53873d709696,-0.0360264008095772,0.4714285714285714,8.477115234846547,0,1024,QPSK
38fe5a9b-07ff-4a79-b9c7-3064ff7b48e2,0.014577923167360021,0.4923076923076923,21.042459500170963,0,1024,BASK
e792c3e2-069f-433e-829a-3a25c97a703b,-0.03218125579396924,0.43200000000000005,9.612319395147246,0,1024,16PAM
