,id,A,B,C,D,lab
88,88,a2,14.113,c3,d2,l1
89,89,a1,20.568,c3,d3,l2
90,90,a2,24.579,c1,d1,l2
91,91,a2,26.963,c3,d3,l1
92,92,a1,15.84,c2,d3,l1
93,93,a1,12.695,c3,d2,l1
94,94,a2,10.656,c3,d3,l2
95,95,a2,3.363,c1,d3,l2
96,96,a2,11.643,c1,d2,l3
97,97,a2,8.064,c1,d2,l1
98,98,a2,11.193,c1,d1,l2
99,99,a1,26.971,c3,d2,l3
100,100,a1,26.524,c1,d2,l1
101,101,a2,5.345,c2,d2,l3
102,102,a1,8.676,c2,d3,l2
103,103,a1,5.196,c3,d2,l1
104,104,a2,14.907,c1,d1,l1
105,105,a1,19.375,c3,d1,l2
106,106,a1,15.776,c3,d1,l3
107,107,a2,16.827,c3,d3,l1
108,108,a2,26.12,c3,d2,l1
109,109,a1,21.617,c3,d4,l2
110,110,a1,8.823,c1,d1,l1
111,111,a2,24.059,c2,d2,l2
112,112,a2,29.141,c3,d4,l3
113,113,a1,21.642,c1,d4,l2
114,114,a2,12.956,c2,d3,l2
115,115,a2,23.583,c3,d3,l3
116,116,a2,20.866,c2,d3,l3
117,117,a2,1.411,c3,d3,l3
118,118,a2,0.177,c1,d2,l1
119,119,a2,13.226,c2,d4,l1
120,120,a1,17.018,c3,d3,l1
121,121,a1,1.757,c2,d2,l1
122,122,a2,12.594,c3,d2,l1
123,123,a2,1.741,c3,d2,l1
124,124,a1,12.541,c2,d4,l3
125,125,a1,15.493,c3,d2,l1
126,126,a1,8.272,c3,d3,l1
127,127,a2,20.507,c3,d3,l1
128,128,a2,15.322,c1,d2,l1
129,129,a1,3.313,c3,d1,l2
130,130,a2,19.558,c1,d1,l2
131,131,a1,29.627,c1,d3,l2
132,132,a2,28.315,c1,d1,l2
133,133,a1,4.824,c2,d3,l2
134,134,a2,25.888,c2,d1,l2
135,135,a1,14.181,c3,d3,l2
136,136,a2,12.768,c3,d3,l3
137,137,a2,26.762,c3,d4,l2
138,138,a2,27.0,c1,d4,l1
139,139,a2,24.886,c3,d2,l2
140,140,a2,20.178,c2,d4,l1
141,141,a2,18.78,c2,d3,l1
142,142,a1,9.788,c3,d2,l2
143,143,a1,10.842,c2,d3,l1
144,144,a1,11.234,c3,d1,l2
145,145,a2,20.138,c3,d2,l1
146,146,a1,23.153,c1,d1,l2
147,147,a2,5.017,c2,d4,l2
148,148,a2,17.249,c3,d2,l1
149,149,a1,20.269,c1,d4,l3
150,150,a1,5.318,c1,d2,l1
151,151,a1,4.259,c1,d2,l2
152,152,a2,29.945,c3,d2,l2
153,153,a1,23.622,c3,d3,l2
154,154,a2,13.043,c3,d2,l1
155,155,a1,11.216,c2,d1,l1
156,156,a1,12.217,c2,d4,l1
157,157,a2,11.715,c3,d2,l2
158,158,a2,14.048,c1,d4,l3
159,159,a1,18.665,c3,d1,l2
160,160,a1,18.818,c2,d1,l2
161,161,a1,26.984,c2,d2,l1
162,162,a1,1.575,c1,d1,l3
163,163,a2,6.916,c3,d4,l3
164,164,a2,17.459,c3,d4,l2
165,165,a2,24.691,c1,d3,l3
166,166,a2,9.931,c2,d1,l1
167,167,a1,4.392,c1,d1,l1
168,168,a2,26.038,c1,d1,l3
169,169,a1,8.523,c1,d2,l1
170,170,a1,19.116,c2,d2,l1
171,171,a2,3.483,c3,d4,l3
172,172,a1,3.835,c3,d3,l1
173,173,a2,9.022,c1,d4,l3
174,174,a2,9.143,c1,d3,l1
175,175,a2,17.738,c2,d1,l2
176,176,a1,27.402,c3,d3,l3
177,177,a2,3.074,c3,d3,l3
178,178,a1,15.014,c1,d2,l3
179,179,a2,7.784,c2,d2,l1
180,180,a1,17.392,c2,d2,l3
181,181,a1,22.54,c2,d1,l3
182,182,a1,3.83,c3,d1,l3
183,183,a2,25.298,c1,d4,l2
184,184,a1,14.337,c1,d1,l2
185,185,a2,21.678,c1,d4,l3
186,186,a2,6.135,c2,d2,l3
187,187,a1,22.695,c3,d2,l2
188,188,a2,4.954,c2,d1,l1
189,189,a2,14.324,c1,d4,l2
190,190,a2,5.739,c2,d1,l1
191,191,a1,10.674,c2,d3,l3
192,192,a1,23.663,c1,d4,l3
193,193,a2,3.955,c2,d2,l1
194,194,a1,19.667,c1,d4,l1
195,195,a1,16.74,c3,d4,l2
196,196,a2,25.046,c2,d2,l1
197,197,a2,17.143,c3,d3,l3
198,198,a1,20.434,c3,d1,l1
199,199,a2,2.912,c1,d3,l1
200,200,a1,29.555,c3,d3,l2
201,201,a2,20.457,c3,d2,l1
202,202,a1,0.259,c3,d1,l1
203,203,a2,0.696,c3,d1,l3
204,204,a2,18.744,c3,d1,l1
205,205,a2,13.283,c3,d1,l3
206,206,a1,7.914,c3,d2,l1
207,207,a1,18.048,c2,d4,l2
208,208,a1,18.299,c2,d3,l2
209,209,a1,1.624,c1,d1,l3
210,210,a1,10.463,c3,d4,l1
211,211,a1,16.618,c1,d4,l1
212,212,a2,14.336,c2,d3,l1
213,213,a1,16.618,c3,d1,l3
214,214,a1,7.025,c2,d3,l2
215,215,a2,7.63,c1,d3,l3
216,216,a1,18.58,c3,d3,l3
217,217,a1,20.262,c2,d2,l2
218,218,a2,15.258,c3,d3,l3
219,219,a1,10.485,c1,d2,l3
220,220,a2,21.734,c2,d4,l3
221,221,a1,24.125,c2,d3,l3
222,222,a1,19.562,c1,d1,l3
223,223,a1,17.316,c3,d1,l2
224,224,a2,14.763,c3,d3,l3
225,225,a2,25.176,c2,d4,l2
226,226,a2,21.542,c2,d3,l3
227,227,a2,14.692,c2,d2,l2
228,228,a1,20.802,c1,d2,l1
229,229,a2,26.536,c3,d4,l2
230,230,a2,17.573,c1,d4,l1
231,231,a2,9.359,c1,d3,l3
232,232,a2,0.79,c3,d1,l2
233,233,a1,23.509,c2,d4,l2
234,234,a1,6.155,c2,d1,l3
235,235,a1,12.501,c3,d2,l3
236,236,a2,5.789,c1,d1,l2
237,237,a2,23.334,c3,d2,l1
238,238,a2,29.861,c3,d3,l3
239,239,a1,27.916,c3,d3,l2
240,240,a2,6.435,c2,d1,l1
241,241,a2,2.777,c1,d4,l2
242,242,a1,7.359,c3,d2,l2
243,243,a1,25.745,c2,d1,l2
244,244,a2,28.603,c2,d2,l1
245,245,a1,6.047,c2,d4,l3
246,246,a1,12.712,c3,d4,l3
247,247,a2,4.224,c1,d4,l3
248,248,a2,9.316,c3,d4,l2
249,249,a1,1.665,c1,d4,l3
250,250,a1,26.415,c3,d1,l3
251,251,a2,5.928,c2,d4,l3
252,252,a2,19.323,c3,d4,l2
253,253,a1,1.278,c2,d1,l1
254,254,a2,15.063,c3,d4,l3
255,255,a1,3.776,c1,d3,l1
256,256,a1,21.265,c1,d1,l1
257,257,a1,24.178,c2,d1,l2
258,258,a1,14.357,c2,d1,l2
259,259,a1,13.529,c1,d1,l2
260,260,a1,25.767,c1,d3,l3
261,261,a2,19.073,c1,d2,l3
262,262,a1,28.035,c1,d2,l3
263,263,a1,12.461,c1,d1,l2
264,264,a1,10.679,c2,d2,l3
265,265,a2,18.531,c1,d3,l2
266,266,a1,13.161,c2,d3,l1
267,267,a2,11.953,c3,d3,l1
268,268,a2,10.551,c3,d3,l2
269,269,a2,20.426,c1,d2,l2
270,270,a1,9.974,c1,d1,l3
271,271,a2,19.199,c1,d4,l1
272,272,a2,28.565,c3,d3,l3
273,273,a1,5.457,c3,d4,l2
274,274,a2,5.828,c2,d4,l2
275,275,a2,14.936,c2,d4,l2
276,276,a1,21.299,c1,d3,l2
277,277,a1,13.492,c3,d2,l1
278,278,a1,23.387,c2,d4,l3
279,279,a1,6.414,c2,d4,l2
280,280,a1,5.332,c1,d1,l3
281,281,a1,28.306,c1,d1,l1
282,282,a1,7.567,c1,d1,l3
283,283,a1,9.092,c2,d3,l3
284,284,a1,27.361,c3,d2,l1
285,285,a2,28.274,c1,d3,l3
286,286,a2,22.726,c1,d2,l3
287,287,a2,21.923,c2,d2,l1
288,288,a2,3.927,c3,d1,l1
289,289,a2,12.92,c1,d2,l1
290,290,a1,7.385,c2,d3,l1
291,291,a2,20.195,c3,d1,l1
292,292,a2,5.666,c1,d2,l3
293,293,a2,15.084,c1,d4,l3
294,294,a1,23.404,c2,d1,l3
295,295,a2,20.667,c2,d4,l1
296,296,a1,3.001,c3,d3,l2
297,297,a2,13.655,c1,d2,l2
298,298,a2,22.507,c1,d1,l3
299,299,a2,8.824,c2,d2,l3
300,300,a1,28.158,c1,d2,l1
301,301,a2,19.408,c3,d2,l3
302,302,a1,14.467,c2,d2,l2
303,303,a2,9.391,c2,d3,l2
304,304,a1,26.661,c2,d2,l2
305,305,a2,8.349,c2,d4,l1
306,306,a1,10.744,c3,d1,l3
307,307,a2,10.873,c2,d1,l2
308,308,a1,16.135,c3,d3,l2
309,309,a1,5.944,c3,d2,l2
310,310,a2,27.094,c3,d4,l3
311,311,a2,13.582,c2,d4,l2
312,312,a2,12.353,c2,d3,l1
313,313,a2,23.325,c2,d1,l2
314,314,a1,20.643,c1,d3,l2
315,315,a2,1.33,c3,d2,l2
316,316,a2,8.043,c1,d3,l3
317,317,a1,22.47,c2,d4,l1
318,318,a2,3.09,c1,d4,l1
319,319,a2,11.767,c2,d3,l2
320,320,a2,9.282,c2,d4,l2
321,321,a1,28.374,c2,d3,l2
322,322,a1,14.9,c1,d2,l2
323,323,a2,24.988,c3,d1,l2
324,324,a1,7.041,c3,d4,l2
325,325,a1,27.988,c3,d3,l1
326,326,a2,26.707,c2,d4,l1
327,327,a2,8.643,c1,d1,l1
328,328,a1,9.525,c1,d1,l3
329,329,a2,10.211,c2,d3,l3
330,330,a2,22.185,c1,d2,l2
331,331,a1,24.13,c2,d2,l1
332,332,a2,7.924,c3,d4,l3
333,333,a1,6.153,c2,d3,l2
334,334,a2,3.823,c1,d1,l1
335,335,a2,6.634,c1,d1,l2
336,336,a1,6.214,c3,d4,l2
337,337,a2,16.861,c3,d4,l1
338,338,a2,22.819,c1,d2,l1
339,339,a2,7.003,c1,d3,l2
340,340,a2,1.287,c3,d3,l2
341,341,a2,18.305,c2,d3,l2
342,342,a2,23.197,c3,d1,l1
343,343,a2,16.238,c3,d1,l2
344,344,a2,27.451,c1,d3,l2
345,345,a1,16.517,c3,d4,l3
346,346,a1,10.247,c1,d4,l2
347,347,a2,8.041,c2,d1,l2
348,348,a2,5.365,c1,d4,l1
349,349,a1,15.965,c1,d2,l1
350,350,a1,18.603,c2,d1,l3
351,351,a2,2.348,c2,d2,l3
352,352,a2,4.149,c3,d4,l3
353,353,a2,13.642,c1,d4,l1
354,354,a1,6.613,c3,d4,l2
355,355,a1,16.91,c2,d4,l3
356,356,a1,11.787,c3,d4,l3
357,357,a1,5.439,c1,d2,l1
358,358,a2,20.464,c2,d1,l3
359,359,a1,29.001,c1,d1,l3
360,360,a2,7.304,c1,d4,l1
361,361,a1,4.444,c2,d2,l1
362,362,a2,13.519,c3,d2,l1
363,363,a2,1.179,c1,d2,l1
364,364,a1,23.029,c1,d3,l1
365,365,a2,10.377,c2,d3,l1
366,366,a2,29.63,c1,d1,l3
367,367,a2,3.557,c2,d1,l2
368,368,a2,8.82,c2,d2,l3
369,369,a2,14.359,c3,d3,l2
370,370,a2,23.727,c1,d4,l1
371,371,a1,23.878,c3,d4,l3
372,372,a2,25.549,c2,d4,l2
373,373,a1,25.875,c1,d1,l3
374,374,a1,9.886,c3,d3,l3
375,375,a2,23.291,c2,d2,l3
376,376,a2,19.391,c2,d3,l1
377,377,a2,18.984,c1,d2,l3
378,378,a1,24.769,c1,d2,l1
379,379,a2,27.801,c2,d3,l2
380,380,a1,1.6,c2,d2,l2
381,381,a1,6.275,c1,d4,l2
382,382,a2,12.944,c1,d2,l1
383,383,a2,15.623,c3,d2,l3
384,384,a2,17.949,c3,d1,l1
385,385,a2,3.326,c3,d4,l2
386,386,a2,0.643,c1,d3,l2
387,387,a1,15.931,c3,d2,l1
388,388,a1,29.442,c2,d2,l3
389,389,a2,27.677,c2,d2,l1
390,390,a1,15.424,c3,d3,l1
391,391,a1,4.109,c2,d1,l2
392,392,a2,29.179,c2,d2,l1
393,393,a2,14.31,c3,d2,l3
394,394,a2,0.544,c3,d1,l1
395,395,a2,3.938,c3,d4,l1
396,396,a2,6.514,c3,d2,l1
397,397,a1,19.017,c2,d3,l2
398,398,a2,18.311,c1,d1,l2
399,399,a1,7.991,c1,d3,l3
400,400,a1,6.634,c1,d4,l1
401,401,a2,3.589,c2,d2,l2
402,402,a1,2.672,c3,d4,l1
403,403,a1,17.084,c2,d2,l2
404,404,a2,10.886,c3,d1,l2
405,405,a2,21.803,c2,d4,l1
406,406,a2,19.102,c3,d3,l1
407,407,a1,11.507,c2,d1,l2
408,408,a1,29.584,c2,d3,l2
409,409,a1,26.658,c3,d2,l1
410,410,a1,23.437,c3,d2,l2
411,411,a1,3.908,c3,d4,l1
412,412,a2,22.55,c3,d2,l1
413,413,a1,24.989,c3,d1,l1
414,414,a2,15.362,c1,d1,l3
415,415,a2,23.402,c3,d3,l3
416,416,a2,15.722,c2,d4,l1
417,417,a2,15.882,c1,d1,l3
418,418,a2,19.153,c1,d2,l2
419,419,a1,3.561,c3,d4,l3
420,420,a1,24.617,c2,d3,l1
421,421,a1,8.239,c3,d3,l3
422,422,a2,15.367,c1,d1,l3
423,423,a2,26.304,c2,d1,l3
424,424,a1,27.929,c3,d1,l2
425,425,a2,19.304,c3,d3,l2
426,426,a2,5.588,c1,d3,l3
427,427,a1,9.219,c2,d1,l2
428,428,a1,4.995,c1,d4,l1
429,429,a1,0.634,c3,d3,l3
430,430,a2,28.996,c1,d4,l3
431,431,a1,12.813,c1,d1,l2
432,432,a2,14.918,c2,d2,l2
433,433,a2,2.18,c1,d4,l2
434,434,a1,24.811,c3,d2,l1
435,435,a2,14.701,c1,d1,l3
436,436,a1,5.762,c3,d3,l2
437,437,a2,11.867,c1,d2,l2
438,438,a1,5.155,c3,d2,l2
439,439,a1,19.048,c2,d1,l2
440,440,a2,6.579,c2,d1,l2
441,441,a2,1.237,c3,d3,l2
442,442,a2,6.286,c3,d3,l3
443,443,a1,22.895,c2,d1,l3
444,444,a1,19.276,c2,d2,l2
445,445,a2,1.478,c3,d3,l1
446,446,a1,19.523,c1,d2,l2
447,447,a2,9.942,c3,d3,l2
448,448,a1,16.922,c2,d1,l2
449,449,a1,2.096,c1,d1,l2
450,450,a1,10.238,c2,d2,l2
451,451,a2,15.44,c3,d4,l1
452,452,a2,11.112,c2,d4,l3
453,453,a1,17.388,c1,d4,l3
454,454,a1,4.251,c3,d1,l1
455,455,a2,23.722,c1,d2,l3
456,456,a1,11.399,c3,d2,l2
457,457,a2,3.007,c3,d2,l2
458,458,a2,23.828,c3,d2,l3
459,459,a2,23.735,c3,d1,l3
460,460,a1,27.464,c3,d3,l3
461,461,a1,21.925,c3,d3,l3
462,462,a1,5.039,c1,d3,l3
463,463,a1,20.785,c2,d4,l3
464,464,a2,22.108,c3,d3,l2
465,465,a1,21.511,c1,d2,l2
466,466,a2,19.729,c2,d3,l1
467,467,a1,23.345,c2,d2,l2
468,468,a1,22.175,c1,d3,l1
469,469,a2,2.962,c2,d4,l3
470,470,a2,15.601,c3,d3,l1
471,471,a1,21.745,c1,d1,l3
472,472,a2,6.273,c1,d2,l3
473,473,a2,25.035,c3,d2,l2
474,474,a2,29.708,c3,d4,l1
475,475,a1,17.106,c1,d2,l2
476,476,a2,24.73,c1,d2,l2
477,477,a1,23.372,c2,d1,l2
478,478,a1,9.615,c1,d4,l1
479,479,a2,13.84,c1,d1,l1
480,480,a1,12.31,c3,d3,l3
481,481,a1,0.759,c3,d2,l1
482,482,a2,5.5,c1,d4,l3
483,483,a1,23.539,c2,d4,l3
484,484,a1,20.492,c3,d2,l3
485,485,a1,3.14,c1,d3,l2
486,486,a1,15.294,c3,d4,l1
487,487,a1,29.811,c2,d3,l2
488,488,a1,17.475,c1,d1,l1
489,489,a2,3.289,c3,d4,l2
490,490,a1,24.334,c1,d2,l2
491,491,a1,21.66,c1,d4,l3
492,492,a1,13.061,c1,d4,l2
493,493,a2,25.407,c2,d2,l3
494,494,a1,23.454,c1,d1,l3
495,495,a2,27.146,c2,d2,l1
496,496,a1,4.949,c3,d4,l3
497,497,a1,25.022,c1,d4,l1
498,498,a1,13.861,c1,d4,l3
499,499,a1,20.208,c2,d4,l1
500,500,a2,20.521,c2,d1,l1
501,501,a1,5.603,c3,d4,l3
502,502,a2,7.864,c3,d1,l3
503,503,a1,3.793,c3,d2,l2
504,504,a1,14.441,c1,d3,l1
505,505,a1,13.848,c2,d4,l3
506,506,a1,27.504,c3,d1,l3
507,507,a1,16.8,c3,d2,l2
508,508,a2,17.468,c3,d1,l2
509,509,a1,3.273,c3,d4,l1
510,510,a1,6.793,c3,d3,l2
511,511,a1,26.45,c3,d3,l3
512,512,a1,5.651,c2,d3,l2
513,513,a1,5.652,c1,d1,l2
514,514,a2,21.255,c3,d2,l1
515,515,a2,11.866,c1,d2,l1
516,516,a2,24.064,c1,d2,l3
517,517,a2,18.301,c2,d3,l1
518,518,a2,27.157,c1,d2,l2
519,519,a2,5.341,c2,d2,l3
520,520,a2,27.683,c3,d2,l2
521,521,a2,22.685,c1,d3,l1
522,522,a1,14.019,c3,d1,l2
523,523,a1,20.469,c2,d3,l3
524,524,a2,18.963,c1,d1,l2
525,525,a1,7.693,c1,d2,l2
526,526,a1,29.29,c3,d1,l3
527,527,a1,2.931,c2,d3,l1
528,528,a2,7.897,c2,d2,l1
529,529,a2,15.082,c3,d1,l2
530,530,a1,5.343,c1,d1,l2
531,531,a1,8.631,c3,d2,l3
532,532,a1,0.431,c1,d1,l3
533,533,a1,6.054,c1,d3,l3
534,534,a1,28.637,c3,d2,l2
535,535,a2,0.47,c1,d4,l2
536,536,a1,4.292,c2,d4,l2
537,537,a2,12.692,c2,d3,l2
538,538,a1,1.993,c3,d1,l3
539,539,a1,4.679,c3,d3,l2
540,540,a2,25.114,c3,d1,l2
541,541,a1,12.171,c3,d1,l3
542,542,a1,4.064,c2,d3,l1
543,543,a1,1.715,c3,d2,l3
544,544,a2,25.741,c2,d2,l1
545,545,a1,11.09,c2,d4,l3
546,546,a2,5.388,c1,d4,l1
547,547,a2,6.292,c1,d3,l1
548,548,a1,27.616,c2,d1,l1
549,549,a2,0.224,c1,d4,l3
550,550,a1,24.151,c3,d1,l3
551,551,a2,23.0,c1,d3,l3
552,552,a1,1.943,c3,d4,l3
553,553,a1,7.84,c3,d3,l2
554,554,a1,26.471,c2,d3,l3
555,555,a1,7.085,c1,d1,l2
556,556,a1,22.558,c1,d4,l2
557,557,a2,17.173,c2,d3,l3
558,558,a1,7.707,c1,d1,l2
559,559,a2,12.982,c3,d1,l2
560,560,a1,3.346,c1,d2,l2
561,561,a1,2.376,c2,d3,l1
562,562,a2,10.102,c2,d4,l2
563,563,a1,7.466,c2,d2,l2
564,564,a1,25.097,c3,d2,l2
565,565,a2,21.785,c2,d3,l2
566,566,a1,18.07,c1,d4,l2
567,567,a1,20.526,c1,d1,l3
568,568,a1,28.493,c1,d4,l1
569,569,a2,1.445,c1,d2,l1
570,570,a1,13.166,c1,d4,l2
571,571,a1,24.322,c2,d1,l1
572,572,a1,9.319,c1,d4,l1
573,573,a1,13.795,c2,d2,l2
574,574,a1,22.909,c1,d2,l1
575,575,a1,28.738,c1,d4,l1
576,576,a2,9.783,c3,d1,l3
577,577,a2,1.308,c1,d1,l1
578,578,a2,2.199,c1,d1,l1
579,579,a1,29.805,c3,d4,l3
580,580,a2,22.935,c2,d4,l2
581,581,a1,28.442,c1,d1,l1
582,582,a1,4.3,c3,d1,l3
583,583,a1,24.791,c1,d1,l3
584,584,a2,3.575,c2,d3,l1
585,585,a2,14.953,c3,d3,l3
586,586,a1,24.053,c3,d2,l1
587,587,a1,5.68,c1,d2,l2
588,588,a2,11.389,c3,d1,l3
589,589,a1,1.516,c2,d3,l1
590,590,a1,21.646,c1,d2,l3
591,591,a2,25.882,c1,d2,l2
592,592,a2,22.263,c2,d4,l3
593,593,a2,8.79,c1,d3,l2
594,594,a2,29.525,c2,d2,l1
595,595,a1,11.855,c1,d3,l2
596,596,a1,4.196,c2,d4,l3
597,597,a1,27.901,c1,d4,l1
598,598,a1,9.926,c3,d1,l1
599,599,a1,10.394,c3,d2,l3
600,600,a2,7.032,c3,d2,l2
601,601,a2,23.406,c3,d1,l1
602,602,a1,15.584,c2,d1,l1
603,603,a2,1.476,c3,d2,l2
604,604,a1,4.183,c2,d3,l2
605,605,a1,2.857,c2,d1,l2
606,606,a1,7.543,c3,d2,l1
607,607,a2,22.063,c3,d4,l2
608,608,a2,2.601,c2,d3,l1
609,609,a1,18.381,c1,d1,l1
610,610,a2,10.222,c1,d4,l3
611,611,a1,9.464,c3,d1,l3
612,612,a2,10.326,c3,d4,l3
613,613,a1,29.007,c2,d1,l3
614,614,a2,23.411,c3,d2,l2
615,615,a1,8.729,c3,d3,l3
616,616,a2,19.629,c3,d3,l1
617,617,a1,6.442,c2,d2,l2
618,618,a2,16.94,c3,d1,l2
619,619,a2,18.04,c3,d4,l1
620,620,a2,22.469,c2,d4,l1
621,621,a1,3.936,c1,d3,l1
622,622,a1,19.96,c3,d4,l2
623,623,a2,5.337,c3,d1,l3
624,624,a2,23.846,c3,d2,l1
625,625,a1,27.164,c2,d3,l1
626,626,a2,1.035,c2,d2,l1
627,627,a1,22.882,c3,d2,l3
628,628,a2,29.605,c2,d4,l2
629,629,a2,8.769,c2,d2,l1
630,630,a1,4.13,c2,d1,l2
631,631,a1,20.431,c2,d4,l3
632,632,a2,4.782,c3,d4,l2
633,633,a1,3.874,c1,d2,l1
634,634,a2,16.563,c2,d2,l2
635,635,a2,10.706,c1,d1,l2
636,636,a2,28.287,c2,d4,l2
637,637,a1,29.212,c3,d1,l2
638,638,a2,1.357,c2,d1,l1
639,639,a1,19.44,c1,d2,l3
640,640,a1,3.094,c1,d4,l3
641,641,a1,15.996,c1,d4,l2
642,642,a1,15.237,c2,d1,l3
643,643,a1,21.271,c3,d3,l1
644,644,a2,25.79,c3,d2,l2
645,645,a1,0.448,c3,d2,l1
646,646,a1,18.98,c2,d4,l1
647,647,a2,4.081,c3,d3,l3
648,648,a2,27.207,c2,d2,l1
649,649,a1,26.825,c1,d3,l1
650,650,a2,20.658,c3,d2,l2
651,651,a2,28.902,c3,d1,l1
652,652,a1,28.611,c1,d4,l3
653,653,a1,16.138,c2,d4,l1
654,654,a1,20.577,c1,d4,l3
655,655,a1,3.515,c3,d2,l3
656,656,a1,17.528,c2,d4,l3
657,657,a2,21.6,c3,d2,l3
658,658,a2,3.374,c1,d4,l2
659,659,a2,12.877,c1,d3,l1
660,660,a1,28.34,c3,d4,l2
661,661,a2,10.416,c1,d4,l1
662,662,a2,29.814,c2,d2,l2
663,663,a1,9.768,c1,d1,l1
664,664,a2,20.23,c1,d4,l1
665,665,a2,2.462,c3,d4,l1
666,666,a1,15.286,c1,d4,l1
667,667,a1,25.73,c1,d1,l1
668,668,a2,20.852,c1,d4,l2
669,669,a2,23.145,c2,d2,l3
670,670,a2,4.033,c1,d2,l1
671,671,a1,1.058,c3,d1,l3
672,672,a2,21.869,c1,d2,l2
673,673,a1,26.956,c2,d3,l3
674,674,a2,12.652,c1,d4,l2
675,675,a1,7.899,c2,d3,l3
676,676,a2,23.82,c2,d2,l3
677,677,a2,11.751,c1,d1,l3
678,678,a2,22.584,c2,d3,l1
679,679,a1,24.906,c1,d4,l3
680,680,a2,19.056,c2,d1,l2
681,681,a1,13.069,c1,d4,l2
682,682,a1,24.29,c2,d3,l3
683,683,a1,12.026,c2,d3,l2
684,684,a2,22.54,c2,d1,l1
685,685,a2,4.489,c2,d2,l3
686,686,a1,29.296,c1,d2,l3
687,687,a2,29.854,c1,d4,l1
688,688,a1,12.351,c3,d2,l1
689,689,a1,6.618,c2,d4,l2
690,690,a2,0.285,c1,d2,l2
691,691,a1,7.323,c2,d3,l1
692,692,a2,3.795,c3,d3,l3
693,693,a2,21.649,c3,d2,l3
694,694,a2,27.778,c2,d4,l1
695,695,a1,18.31,c2,d2,l3
696,696,a1,4.366,c2,d4,l3
697,697,a2,17.009,c3,d4,l1
